,2017,Rank_2018,city_county,state,type,Rank_In_State_2018,zips
2353,48027.0,,Iredell,North Carolina,county,9.0,27591
2354,31851.0,,Jackson,North Carolina,county,91.0,27845
2355,38249.0,,Johnston,North Carolina,county,40.0,
2356,38420.0,,Jones,North Carolina,county,47.0,28642
2357,38287.0,,Lee,North Carolina,county,38.0,
2358,39268.0,,Lenoir,North Carolina,county,33.0,28645
2359,43920.0,,Lincoln,North Carolina,county,16.0,28092
2360,32721.0,,McDowell,North Carolina,county,85.0,28098
2361,38762.0,,Macon,North Carolina,county,39.0,27551
2362,32655.0,,Madison,North Carolina,county,87.0,27025
2363,33727.0,,Martin,North Carolina,county,80.0,28752
2364,58539.0,,Mecklenburg,North Carolina,county,3.0,28425
2365,34699.0,,Mitchell,North Carolina,county,69.0,
2366,33760.0,,Montgomery,North Carolina,county,72.0,
2367,49257.0,,Moore,North Carolina,county,7.0,28114
2368,40255.0,,Nash,North Carolina,county,29.0,27856
2369,43722.0,,New Hanover,North Carolina,county,21.0,28526
2370,33064.0,,Northampton,North Carolina,county,84.0,
2371,44836.0,,Onslow,North Carolina,county,14.0,
2372,63460.0,,Orange,North Carolina,county,1.0,28551
2373,41610.0,,Pamlico,North Carolina,county,24.0,
2374,38091.0,,Pasquotank,North Carolina,county,41.0,
2375,35296.0,,Pender,North Carolina,county,70.0,28159
2376,39533.0,,Perquimans,North Carolina,county,35.0,27553
2377,36510.0,,Person,North Carolina,county,51.0,
2378,39873.0,,Pitt,North Carolina,county,32.0,27312
2379,43202.0,,Polk,North Carolina,county,20.0,28135
2380,35910.0,,Randolph,North Carolina,county,58.0,
2381,34272.0,,Richmond,North Carolina,county,76.0,28574
2382,28270.0,,Robeson,North Carolina,county,100.0,27504
2383,35862.0,,Rockingham,North Carolina,county,56.0,28379
2384,36576.0,,Rowan,North Carolina,county,52.0,28383
2385,31351.0,,Rutherford,North Carolina,county,92.0,
2386,36130.0,,Sampson,North Carolina,county,71.0,
2387,31732.0,,Scotland,North Carolina,county,89.0,27874
2388,37703.0,,Stanly,North Carolina,county,44.0,28164
2389,35623.0,,Stokes,North Carolina,county,59.0,27884
2390,37284.0,,Surry,North Carolina,county,48.0,
2391,37192.0,,Swain,North Carolina,county,50.0,28384
2392,40066.0,,Transylvania,North Carolina,county,28.0,28779
2393,29728.0,,Tyrrell,North Carolina,county,99.0,28682
2394,49251.0,,Union,North Carolina,county,6.0,28689
2395,33671.0,,Vance,North Carolina,county,77.0,28586
2396,55860.0,,Wake,North Carolina,county,4.0,27587
2397,29360.0,,Warren,North Carolina,county,98.0,28693
2398,34757.0,,Washington,North Carolina,county,66.0,27889
2399,35384.0,,Watauga,North Carolina,county,61.0,
2400,37309.0,,Wayne,North Carolina,county,49.0,"28785,28786"
2401,35681.0,,Wilkes,North Carolina,county,62.0,28659
2402,38746.0,,Wilson,North Carolina,county,36.0,"27893,27896"
2403,36046.0,,Yadkin,North Carolina,county,57.0,27055
2404,34410.0,,Yancey,North Carolina,county,60.0,27379
2405,34410.0,,Yancey,North Carolina,county,60.0,27379
2406,59898.0,,Adams,North Dakota,county,16.0,58210
2407,51317.0,,Barnes,North Dakota,county,24.0,58008
2408,31802.0,,Benson,North Dakota,county,52.0,58478
2409,73638.0,,Billings,North Dakota,county,1.0,
2410,50630.0,,Bottineau,North Dakota,county,18.0,58318
2411,58542.0,,Bowman,North Dakota,county,11.0,58623
2412,61857.0,,Burke,North Dakota,county,5.0,
2413,56041.0,,Burleigh,North Dakota,county,19.0,58564
2414,53945.0,,Cass,North Dakota,county,22.0,58012
2415,57084.0,,Cavalier,North Dakota,county,3.0,58220
2416,46920.0,,Dickey,North Dakota,county,33.0,58431
2417,48780.0,,Divide,North Dakota,county,45.0,
2418,58392.0,,Dunn,North Dakota,county,14.0,58626
2419,50853.0,,Eddy,North Dakota,county,30.0,
2420,46819.0,,Emmons,North Dakota,county,42.0,
2421,62124.0,,Foster,North Dakota,county,7.0,
2422,42654.0,,Golden Valley,North Dakota,county,48.0,58541
2423,49288.0,,Grand Forks,North Dakota,county,37.0,"58201,58202,58203"
2424,43501.0,,Grant,North Dakota,county,49.0,"58201,58202,58203"
2425,53404.0,,Griggs,North Dakota,county,25.0,
2426,49252.0,,Hettinger,North Dakota,county,38.0,58639
2427,46102.0,,Kidder,North Dakota,county,40.0,58640
2428,45878.0,,LaMoure,North Dakota,county,21.0,58458
2429,54915.0,,Logan,North Dakota,county,13.0,
2430,46146.0,,McHenry,North Dakota,county,34.0,58464
2431,57695.0,,McIntosh,North Dakota,county,15.0,58261
2432,58378.0,,McKenzie,North Dakota,county,8.0,
2433,48957.0,,McLean,North Dakota,county,28.0,
2434,58294.0,,Mercer,North Dakota,county,20.0,58559
2435,50301.0,,Morton,North Dakota,county,35.0,58061
2436,53085.0,,Mountrail,North Dakota,county,17.0,58262
2437,60168.0,,Nelson,North Dakota,county,12.0,58601
2438,46260.0,,Oliver,North Dakota,county,46.0,
2439,52261.0,,Pembina,North Dakota,county,41.0,58271
2440,46147.0,,Pierce,North Dakota,county,36.0,
2441,46644.0,,Ramsey,North Dakota,county,47.0,58651
2442,50854.0,,Ransom,North Dakota,county,23.0,58033
2443,51213.0,,Renville,North Dakota,county,10.0,58741
2444,49749.0,,Richland,North Dakota,county,32.0,
2445,34033.0,,Rolette,North Dakota,county,50.0,58366
2446,58106.0,,Sargent,North Dakota,county,4.0,58650
2447,31244.0,,Sheridan,North Dakota,county,51.0,
2448,27871.0,,Sioux,North Dakota,county,53.0,
2449,44331.0,,Slope,North Dakota,county,43.0,
2450,59310.0,,Stark,North Dakota,county,9.0,58377
2451,58300.0,,Steele,North Dakota,county,6.0,58482
2452,49889.0,,Stutsman,North Dakota,county,29.0,
2453,45601.0,,Towner,North Dakota,county,31.0,58788
2454,50421.0,,Traill,North Dakota,county,39.0,
2455,47825.0,,Walsh,North Dakota,county,44.0,58281
2456,51354.0,,Ward,North Dakota,county,27.0,
2457,55222.0,,Wells,North Dakota,county,26.0,58017
2458,65617.0,,Williams,North Dakota,county,2.0,58801
2459,65617.0,,Williams,North Dakota,county,2.0,58801
2460,33343.0,,Adams,Ohio,county,82.0,45810
2461,40712.0,,Allen,Ohio,county,40.0,43021
2462,36962.0,,Ashland,Ohio,county,70.0,44805
2463,37112.0,,Ashtabula,Ohio,county,68.0,44004
2464,32414.0,,Athens,Ohio,county,85.0,45701
2465,46638.0,,Auglaize,Ohio,county,18.0,
2466,39612.0,,Belmont,Ohio,county,43.0,43718
2467,35830.0,,Brown,Ohio,county,75.0,
2468,45335.0,,Butler,Ohio,county,21.0,44822
2469,38047.0,,Carroll,Ohio,county,59.0,43112
2470,39658.0,,Champaign,Ohio,county,51.0,
2471,39235.0,,Clark,Ohio,county,53.0,43115
2472,51123.0,,Clermont,Ohio,county,9.0,44628
2473,43518.0,,Clinton,Ohio,county,29.0,44216
2474,36481.0,,Columbiana,Ohio,county,73.0,44408
2475,33511.0,,Coshocton,Ohio,county,80.0,43812
2476,37139.0,,Crawford,Ohio,county,64.0,45308
2477,52313.0,,Cuyahoga,Ohio,county,8.0,"44221,44223"
2478,40146.0,,Darke,Ohio,county,41.0,
2479,39462.0,,Defiance,Ohio,county,48.0,43512
2480,71434.0,,Delaware,Ohio,county,1.0,43015
2481,59366.0,,Erie,Ohio,county,3.0,
2482,44441.0,,Fairfield,Ohio,county,26.0,45014
2483,37148.0,,Fayette,Ohio,county,69.0,43521
2484,48659.0,,Franklin,Ohio,county,15.0,45005
2485,43517.0,,Fulton,Ohio,county,30.0,43321
2486,37425.0,,Gallia,Ohio,county,58.0,"45801,45804,45805,45806,45807"
2487,65854.0,,Geauga,Ohio,county,2.0,
2488,48224.0,,Greene,Ohio,county,16.0,
2489,38473.0,,Guernsey,Ohio,county,57.0,
2490,56795.0,,Hamilton,Ohio,county,5.0,"45011,45013,45015"
2491,49251.0,,Hancock,Ohio,county,11.0,
2492,31427.0,,Hardin,Ohio,county,84.0,44024
2493,37514.0,,Harrison,Ohio,county,67.0,45030
2494,43622.0,,Henry,Ohio,county,28.0,45883
2495,35029.0,,Highland,Ohio,county,78.0,
2496,36851.0,,Hocking,Ohio,county,72.0,
2497,42772.0,,Holmes,Ohio,county,32.0,44633
2498,39074.0,,Huron,Ohio,county,56.0,44839
2499,34597.0,,Jackson,Ohio,county,79.0,45640
2500,37350.0,,Jefferson,Ohio,county,61.0,44047
2501,40700.0,,Knox,Ohio,county,44.0,45871
2502,48600.0,,Lake,Ohio,county,14.0,44012
2503,36580.0,,Lawrence,Ohio,county,65.0,44666
2504,44464.0,,Licking,Ohio,county,27.0,
2505,41115.0,,Logan,Ohio,county,39.0,43138
2506,44299.0,,Lorain,Ohio,county,25.0,"44052,44053,44055"
2507,44230.0,,Lucas,Ohio,county,23.0,44843
2508,40598.0,,Madison,Ohio,county,45.0,44057
2509,41326.0,,Mahoning,Ohio,county,38.0,43843
2510,36753.0,,Marion,Ohio,county,71.0,43302
2511,53364.0,,Medina,Ohio,county,6.0,44256
2512,33091.0,,Meigs,Ohio,county,83.0,
2513,47672.0,,Mercer,Ohio,county,12.0,
2514,45639.0,,Miami,Ohio,county,20.0,45342
2515,31984.0,,Monroe,Ohio,county,81.0,45050
2516,44998.0,,Montgomery,Ohio,county,22.0,45809
2517,31810.0,,Morgan,Ohio,county,86.0,43138
2518,37585.0,,Morrow,Ohio,county,66.0,45152
2519,39195.0,,Muskingum,Ohio,county,54.0,
2520,25881.0,,Noble,Ohio,county,88.0,
2521,49171.0,,Ottawa,Ohio,county,10.0,45875
2522,38111.0,,Paulding,Ohio,county,52.0,45879
2523,36048.0,,Perry,Ohio,county,76.0,44081
2524,39759.0,,Pickaway,Ohio,county,50.0,
2525,36186.0,,Pike,Ohio,county,74.0,45661
2526,42176.0,,Portage,Ohio,county,34.0,43451
2527,38751.0,,Preble,Ohio,county,55.0,45660
2528,46590.0,,Putnam,Ohio,county,17.0,
2529,37865.0,,Richland,Ohio,county,62.0,
2530,35512.0,,Ross,Ohio,county,77.0,
2531,39827.0,,Sandusky,Ohio,county,47.0,44870
2532,36917.0,,Scioto,Ohio,county,63.0,43988
2533,38104.0,,Seneca,Ohio,county,60.0,43780
2534,44072.0,,Shelby,Ohio,county,24.0,44875
2535,43297.0,,Stark,Ohio,county,33.0,
2536,48894.0,,Summit,Ohio,county,13.0,
2537,39457.0,,Trumbull,Ohio,county,49.0,
2538,41603.0,,Tuscarawas,Ohio,county,37.0,
2539,53461.0,,Union,Ohio,county,7.0,45390
2540,39815.0,,Van Wert,Ohio,county,42.0,45891
2541,32114.0,,Vinton,Ohio,county,87.0,45686
2542,57376.0,,Warren,Ohio,county,4.0,"44481,44483,44484,44485"
2543,40332.0,,Washington,Ohio,county,36.0,44854
2544,42143.0,,Wayne,Ohio,county,35.0,43466
2545,39838.0,,Williams,Ohio,county,46.0,45176
2546,45082.0,,Wood,Ohio,county,19.0,44122
2547,42162.0,,Wyandot,Ohio,county,31.0,
2548,42162.0,,Wyandot,Ohio,county,31.0,
2549,28197.0,,Adair,Oklahoma,county,76.0,74330
2550,38924.0,,Alfalfa,Oklahoma,county,33.0,74080
2551,30968.0,,Atoka,Oklahoma,county,66.0,"74525,74542"
2552,47038.0,,Beaver,Oklahoma,county,7.0,73932
2553,35662.0,,Beckham,Oklahoma,county,40.0,
2554,39136.0,,Blaine,Oklahoma,county,28.0,74555
2555,33396.0,,Bryan,Oklahoma,county,56.0,73565
2556,33526.0,,Caddo,Oklahoma,county,53.0,74729
2557,43108.0,,Canadian,Oklahoma,county,15.0,74425
2558,40816.0,,Carter,Oklahoma,county,22.0,73627
2559,30907.0,,Cherokee,Oklahoma,county,68.0,73728
2560,30521.0,,Choctaw,Oklahoma,county,70.0,73020
2561,59361.0,,Cimarron,Oklahoma,county,3.0,
2562,43042.0,,Cleveland,Oklahoma,county,14.0,74020
2563,31645.0,,Coal,Oklahoma,county,59.0,74538
2564,39667.0,,Comanche,Oklahoma,county,27.0,73529
2565,38520.0,,Cotton,Oklahoma,county,25.0,
2566,34497.0,,Craig,Oklahoma,county,50.0,
2567,38749.0,,Creek,Oklahoma,county,32.0,74636
2568,39009.0,,Custer,Oklahoma,county,26.0,73639
2569,30427.0,,Delaware,Oklahoma,county,74.0,74027
2570,40245.0,,Dewey,Oklahoma,county,16.0,74029
2571,51419.0,,Ellis,Oklahoma,county,5.0,73550
2572,42493.0,,Garfield,Oklahoma,county,17.0,73546
2573,36372.0,,Garvin,Oklahoma,county,39.0,74736
2574,38134.0,,Grady,Oklahoma,county,35.0,73546
2575,44908.0,,Grant,Oklahoma,county,12.0,74738
2576,26804.0,,Greer,Oklahoma,county,77.0,73738
2577,35064.0,,Harmon,Oklahoma,county,52.0,73650
2578,44080.0,,Harper,Oklahoma,county,10.0,
2579,31417.0,,Haskell,Oklahoma,county,67.0,74436
2580,30335.0,,Hughes,Oklahoma,county,71.0,
2581,37594.0,,Jackson,Oklahoma,county,38.0,74427
2582,31246.0,,Jefferson,Oklahoma,county,69.0,
2583,34105.0,,Johnston,Oklahoma,county,45.0,73049
2584,38992.0,,Kay,Oklahoma,county,31.0,
2585,46572.0,,Kingfisher,Oklahoma,county,6.0,73750
2586,32195.0,,Kiowa,Oklahoma,county,65.0,74553
2587,31867.0,,Latimer,Oklahoma,county,62.0,
2588,31925.0,,Le Flore,Oklahoma,county,64.0,
2589,34087.0,,Lincoln,Oklahoma,county,51.0,73601
2590,41299.0,,Logan,Oklahoma,county,20.0,73938
2591,36160.0,,Love,Oklahoma,county,41.0,73553
2592,43174.0,,McClain,Oklahoma,county,13.0,74944
2593,31105.0,,McCurtain,Oklahoma,county,72.0,74944
2594,32223.0,,McIntosh,Oklahoma,county,61.0,
2595,40204.0,,Major,Oklahoma,county,19.0,
2596,31695.0,,Marshall,Oklahoma,county,63.0,73056
2597,33357.0,,Mayes,Oklahoma,county,54.0,73851
2598,40754.0,,Murray,Oklahoma,county,24.0,
2599,35112.0,,Muskogee,Oklahoma,county,44.0,"74401,74403"
2600,40176.0,,Noble,Oklahoma,county,30.0,73068
2601,34386.0,,Nowata,Oklahoma,county,47.0,74048
2602,28627.0,,Okfuskee,Oklahoma,county,75.0,
2603,48979.0,,Oklahoma,Oklahoma,county,4.0,"73102,73103,73104,73105,73106"
2604,32391.0,,Okmulgee,Oklahoma,county,58.0,74447
2605,33687.0,,Osage,Oklahoma,county,55.0,74054
2606,34453.0,,Ottawa,Oklahoma,county,49.0,
2607,34381.0,,Pawnee,Oklahoma,county,48.0,74058
2608,35285.0,,Payne,Oklahoma,county,43.0,73095
2609,36456.0,,Pittsburg,Oklahoma,county,37.0,74560
2610,40802.0,,Pontotoc,Oklahoma,county,21.0,
2611,36010.0,,Pottawatomie,Oklahoma,county,42.0,
2612,30841.0,,Pushmataha,Oklahoma,county,73.0,
2613,43257.0,,Roger Mills,Oklahoma,county,8.0,
2614,43717.0,,Rogers,Oklahoma,county,11.0,
2615,32016.0,,Seminole,Oklahoma,county,57.0,74868
2616,32171.0,,Sequoyah,Oklahoma,county,60.0,
2617,38772.0,,Stephens,Oklahoma,county,29.0,
2618,44897.0,,Texas,Oklahoma,county,9.0,73668
2619,40902.0,,Tillman,Oklahoma,county,34.0,
2620,58024.0,,Tulsa,Oklahoma,county,2.0,"74103,74104,74105,74106,74107"
2621,37728.0,,Wagoner,Oklahoma,county,36.0,74467
2622,57820.0,,Washington,Oklahoma,county,1.0,73093
2623,33857.0,,Washita,Oklahoma,county,46.0,73094
2624,40195.0,,Woods,Oklahoma,county,23.0,73768
2625,41901.0,,Woodward,Oklahoma,county,18.0,73801
2626,41901.0,,Woodward,Oklahoma,county,18.0,73801
2627,38217.0,,Baker,Oregon,county,26.0,97814
2628,44519.0,,Benton,Oregon,county,8.0,97146
2629,55478.0,,Clackamas,Oregon,county,2.0,97015
2630,43220.0,,Clatsop,Oregon,county,13.0,
2631,42135.0,,Columbia,Oregon,county,15.0,97018
2632,41682.0,,Coos,Oregon,county,18.0,97420
2633,39763.0,,Crook,Oregon,county,25.0,97415
2634,40885.0,,Curry,Oregon,county,21.0,
2635,53033.0,,Deschutes,Oregon,county,5.0,
2636,38822.0,,Douglas,Oregon,county,28.0,
2637,45345.0,,Gilliam,Oregon,county,7.0,97544
2638,39949.0,,Grant,Oregon,county,22.0,"97526,97527"
2639,36911.0,,Harney,Oregon,county,32.0,
2640,52750.0,,Hood River,Oregon,county,4.0,97031
2641,44533.0,,Jackson,Oregon,county,9.0,97530
2642,31738.0,,Jefferson,Oregon,county,35.0,97352
2643,39166.0,,Josephine,Oregon,county,24.0,97846
2644,38367.0,,Klamath,Oregon,county,29.0,
2645,37029.0,,Lake,Oregon,county,30.0,
2646,43960.0,,Lane,Oregon,county,10.0,97451
2647,42009.0,,Lincoln,Oregon,county,16.0,97367
2648,40865.0,,Linn,Oregon,county,20.0,97068
2649,29463.0,,Malheur,Oregon,county,36.0,
2650,41119.0,,Marion,Oregon,county,19.0,97843
2651,38728.0,,Morrow,Oregon,county,33.0,97039
2652,54726.0,,Multnomah,Oregon,county,3.0,97042
2653,39554.0,,Polk,Oregon,county,23.0,
2654,47700.0,,Sherman,Oregon,county,6.0,97730
2655,42509.0,,Tillamook,Oregon,county,14.0,97141
2656,37734.0,,Umatilla,Oregon,county,31.0,97882
2657,38138.0,,Union,Oregon,county,27.0,97883
2658,43005.0,,Wallowa,Oregon,county,12.0,97885
2659,42170.0,,Wasco,Oregon,county,17.0,97065
2660,57787.0,,Washington,Oregon,county,1.0,97812
2661,35534.0,,Wheeler,Oregon,county,34.0,
2662,43328.0,,Yamhill,Oregon,county,11.0,97148
2663,43328.0,,Yamhill,Oregon,county,11.0,97148
2664,47020.0,,Adams,Pennsylvania,county,19.0,15611
2665,58965.0,,Allegheny,Pennsylvania,county,5.0,
2666,42553.0,,Armstrong,Pennsylvania,county,31.0,19014
2667,45923.0,,Beaver,Pennsylvania,county,21.0,15009
2668,40551.0,,Bedford,Pennsylvania,county,47.0,15522
2669,47412.0,,Berks,Pennsylvania,county,18.0,
2670,44160.0,,Blair,Pennsylvania,county,26.0,17213
2671,39497.0,,Bradford,Pennsylvania,county,59.0,16701
2672,69658.0,,Bucks,Pennsylvania,county,3.0,17867
2673,55614.0,,Butler,Pennsylvania,county,7.0,"16001,16002"
2674,40721.0,,Cambria,Pennsylvania,county,45.0,
2675,45312.0,,Cameron,Pennsylvania,county,22.0,
2676,47605.0,,Carbon,Pennsylvania,county,16.0,18407
2677,44527.0,,Centre,Pennsylvania,county,28.0,16828
2678,78645.0,,Chester,Pennsylvania,county,1.0,19013
2679,39286.0,,Clarion,Pennsylvania,county,57.0,16214
2680,42452.0,,Clearfield,Pennsylvania,county,40.0,16830
2681,38201.0,,Clinton,Pennsylvania,county,65.0,15026
2682,40499.0,,Columbia,Pennsylvania,county,55.0,17512
2683,38698.0,,Crawford,Pennsylvania,county,62.0,16701
2684,52703.0,,Cumberland,Pennsylvania,county,10.0,17070
2685,48733.0,,Dauphin,Pennsylvania,county,15.0,17018
2686,62877.0,,Delaware,Pennsylvania,county,4.0,
2687,45932.0,,Elk,Pennsylvania,county,20.0,19027
2688,42308.0,,Erie,Pennsylvania,county,37.0,"16501,16502,16503,16504,16505"
2689,40343.0,,Fayette,Pennsylvania,county,52.0,15438
2690,21458.0,,Forest,Pennsylvania,county,67.0,18421
2691,44239.0,,Franklin,Pennsylvania,county,27.0,16323
2692,42503.0,,Fulton,Pennsylvania,county,30.0,17322
2693,42063.0,,Greene,Pennsylvania,county,38.0,18425
2694,36339.0,,Huntingdon,Pennsylvania,county,66.0,16652
2695,37668.0,,Indiana,Pennsylvania,county,63.0,15701
2696,41582.0,,Jefferson,Pennsylvania,county,41.0,15344
2697,43589.0,,Juniata,Pennsylvania,county,34.0,
2698,45388.0,,Lackawanna,Pennsylvania,county,25.0,18435
2699,49961.0,,Lancaster,Pennsylvania,county,13.0,"17601,17602,17603,17611"
2700,41382.0,,Lawrence,Pennsylvania,county,43.0,15055
2701,46194.0,,Lebanon,Pennsylvania,county,23.0,"17042,17046"
2702,50697.0,,Lehigh,Pennsylvania,county,12.0,
2703,43015.0,,Luzerne,Pennsylvania,county,36.0,18709
2704,41587.0,,Lycoming,Pennsylvania,county,44.0,18644
2705,42841.0,,McKean,Pennsylvania,county,35.0,16426
2706,40648.0,,Mercer,Pennsylvania,county,46.0,16137
2707,37730.0,,Mifflin,Pennsylvania,county,64.0,17058
2708,40393.0,,Monroe,Pennsylvania,county,51.0,18832
2709,75872.0,,Montgomery,Pennsylvania,county,2.0,17752
2710,55164.0,,Montour,Pennsylvania,county,8.0,17754
2711,51895.0,,Northampton,Pennsylvania,county,11.0,18067
2712,40024.0,,Northumberland,Pennsylvania,county,58.0,17857
2713,42789.0,,Perry,Pennsylvania,county,39.0,15473
2714,52629.0,,Philadelphia,Pennsylvania,county,9.0,"19102,19103,19104,19106,19107"
2715,45340.0,,Pike,Pennsylvania,county,24.0,
2716,40149.0,,Potter,Pennsylvania,county,50.0,16871
2717,40585.0,,Schuylkill,Pennsylvania,county,49.0,17972
2718,40322.0,,Snyder,Pennsylvania,county,53.0,16257
2719,39845.0,,Somerset,Pennsylvania,county,56.0,15501
2720,43405.0,,Sullivan,Pennsylvania,county,29.0,16844
2721,42589.0,,Susquehanna,Pennsylvania,county,32.0,18847
2722,39154.0,,Tioga,Pennsylvania,county,61.0,16946
2723,39668.0,,Union,Pennsylvania,county,60.0,17066
2724,39572.0,,Venango,Pennsylvania,county,54.0,16440
2725,40267.0,,Warren,Pennsylvania,county,48.0,16365
2726,55749.0,,Washington,Pennsylvania,county,6.0,15301
2727,41630.0,,Wayne,Pennsylvania,county,42.0,19087
2728,49062.0,,Westmoreland,Pennsylvania,county,14.0,15692
2729,42827.0,,Wyoming,Pennsylvania,county,33.0,18644
2730,47835.0,,York,Pennsylvania,county,17.0,"17401,17402,17403,17404,17406"
2731,47835.0,,York,Pennsylvania,county,17.0,"17401,17402,17403,17404,17406"
2732,74445.0,,Bristol,Rhode Island,county,1.0,02809
2733,56928.0,,Kent,Rhode Island,county,4.0,"02860,02861"
2734,65072.0,,Newport,Rhode Island,county,2.0,"02840,02841"
2735,46164.0,,Providence,Rhode Island,county,5.0,"02903,02904,02905,02906,02907"
2736,60848.0,,Washington,Rhode Island,county,3.0,02806
2737,60848.0,,Washington,Rhode Island,county,3.0,02806
2738,32937.0,,Abbeville,South Carolina,county,30.0,29620
2739,40893.0,,Aiken,South Carolina,county,11.0,"29801,29803,29805"
2740,31593.0,,Allendale,South Carolina,county,34.0,29810
2741,38391.0,,Anderson,South Carolina,county,15.0,"29621,29624,29625,29626"
2742,31915.0,,Bamberg,South Carolina,county,37.0,29003
2743,32117.0,,Barnwell,South Carolina,county,33.0,29812
2744,53766.0,,Beaufort,South Carolina,county,2.0,"29902,29906"
2745,38885.0,,Berkeley,South Carolina,county,14.0,
2746,37199.0,,Calhoun,South Carolina,county,19.0,29628
2747,58588.0,,Charleston,South Carolina,county,1.0,"29401,29403,29406,29407,29412"
2748,31686.0,,Cherokee,South Carolina,county,35.0,
2749,32650.0,,Chester,South Carolina,county,31.0,29706
2750,29480.0,,Chesterfield,South Carolina,county,44.0,29709
2751,31979.0,,Clarendon,South Carolina,county,35.0,
2752,34184.0,,Colleton,South Carolina,county,27.0,
2753,35965.0,,Darlington,South Carolina,county,22.0,"29532,29540"
2754,27035.0,,Dillon,South Carolina,county,46.0,29536
2755,37282.0,,Dorchester,South Carolina,county,16.0,29437
2756,35426.0,,Edgefield,South Carolina,county,26.0,29824
2757,35558.0,,Fairfield,South Carolina,county,25.0,
2758,39941.0,,Florence,South Carolina,county,12.0,"29501,29505,29506"
2759,45167.0,,Georgetown,South Carolina,county,5.0,29440
2760,46922.0,,Greenville,South Carolina,county,4.0,"29601,29605,29607,29609,29611"
2761,36067.0,,Greenwood,South Carolina,county,23.0,"29646,29649"
2762,31054.0,,Hampton,South Carolina,county,41.0,29924
2763,35971.0,,Horry,South Carolina,county,24.0,
2764,27920.0,,Jasper,South Carolina,county,45.0,
2765,40130.0,,Kershaw,South Carolina,county,13.0,29067
2766,47281.0,,Lancaster,South Carolina,county,3.0,29720
2767,33422.0,,Laurens,South Carolina,county,28.0,29360
2768,31553.0,,Lee,South Carolina,county,40.0,29070
2769,45533.0,,Lexington,South Carolina,county,7.0,"29072,29073"
2770,36014.0,,McCormick,South Carolina,county,18.0,29835
2771,30135.0,,Marion,South Carolina,county,43.0,29571
2772,29857.0,,Marlboro,South Carolina,county,42.0,
2773,36802.0,,Newberry,South Carolina,county,21.0,29108
2774,41722.0,,Oconee,South Carolina,county,9.0,
2775,32849.0,,Orangeburg,South Carolina,county,32.0,"29115,29118"
2776,36973.0,,Pickens,South Carolina,county,20.0,29671
2777,44250.0,,Richland,South Carolina,county,8.0,
2778,33625.0,,Saluda,South Carolina,county,29.0,29138
2779,41783.0,,Spartanburg,South Carolina,county,10.0,"29301,29302,29303,29306,29307"
2780,36978.0,,Sumter,South Carolina,county,17.0,"29150,29153,29154"
2781,31618.0,,Union,South Carolina,county,38.0,29379
2782,31437.0,,Williamsburg,South Carolina,county,39.0,
2783,44804.0,,York,South Carolina,county,6.0,29745
2784,44804.0,,York,South Carolina,county,6.0,29745
2785,42188.0,,Aurora,South Dakota,county,47.0,57002
2786,46034.0,,Beadle,South Dakota,county,35.0,57217
2787,28660.0,,Bennett,South Dakota,county,60.0,
2788,35017.0,,Bon Homme,South Dakota,county,54.0,
2789,43952.0,,Brookings,South Dakota,county,45.0,57006
2790,50189.0,,Brown,South Dakota,county,17.0,57056
2791,42426.0,,Brule,South Dakota,county,44.0,57548
2792,22737.0,,Buffalo,South Dakota,county,65.0,57720
2793,36758.0,,Butte,South Dakota,county,55.0,57625
2794,44080.0,,Campbell,South Dakota,county,29.0,
2795,39423.0,,Charles Mix,South Dakota,county,48.0,57571
2796,41859.0,,Clark,South Dakota,county,39.0,57225
2797,36999.0,,Clay,South Dakota,county,53.0,
2798,46732.0,,Codington,South Dakota,county,34.0,57445
2799,26699.0,,Corson,South Dakota,county,59.0,57227
2800,46334.0,,Custer,South Dakota,county,38.0,57730
2801,48035.0,,Davison,South Dakota,county,27.0,57021
2802,42440.0,,Day,South Dakota,county,42.0,57050
2803,48310.0,,Deuel,South Dakota,county,23.0,
2804,35572.0,,Dewey,South Dakota,county,58.0,
2805,53839.0,,Douglas,South Dakota,county,9.0,
2806,44492.0,,Edmunds,South Dakota,county,22.0,
2807,45055.0,,Fall River,South Dakota,county,43.0,
2808,36548.0,,Faulk,South Dakota,county,51.0,57438
2809,51817.0,,Grant,South Dakota,county,11.0,57218
2810,45911.0,,Gregory,South Dakota,county,40.0,57533
2811,46388.0,,Haakon,South Dakota,county,31.0,
2812,41278.0,,Hamlin,South Dakota,county,49.0,57642
2813,46450.0,,Hand,South Dakota,county,12.0,57346
2814,62500.0,,Hanson,South Dakota,county,6.0,57344
2815,50483.0,,Harding,South Dakota,county,25.0,
2816,51341.0,,Hughes,South Dakota,county,15.0,
2817,47139.0,,Hutchinson,South Dakota,county,14.0,57620
2818,53192.0,,Hyde,South Dakota,county,21.0,
2819,25153.0,,Jackson,South Dakota,county,62.0,
2820,49664.0,,Jerauld,South Dakota,county,13.0,
2821,49127.0,,Jones,South Dakota,county,8.0,57317
2822,44774.0,,Kingsbury,South Dakota,county,26.0,
2823,51089.0,,Lake,South Dakota,county,20.0,57226
2824,47991.0,,Lawrence,South Dakota,county,29.0,57373
2825,65423.0,,Lincoln,South Dakota,county,5.0,
2826,39763.0,,Lyman,South Dakota,county,41.0,57017
2827,48903.0,,McCook,South Dakota,county,19.0,
2828,34336.0,,McPherson,South Dakota,county,56.0,
