Ochiltree,53656,26
Oldham,47670,58
Orange,43217,83
Palo Pinto,37631,165
Panola,40093,99
Parker,51441,40
Parmer,47208,82
Pecos,34110,195
Polk,37969,158
Potter,41721,93
Presidio,39788,108
Rains,32763,224
Randall,46249,63
Reagan,42138,60
Real,33159,213
Red River,39187,142
Reeves,33617,159
Refugio,40243,113
Roberts,37902,123
Robertson,38039,146
Rockwall,58872,16
Runnels,38087,153
Rusk,34630,198
Sabine,33646,214
San Augustine,36961,152
San Jacinto,33448,217
San Patricio,41936,93
San Saba,36449,137
Schleicher,35685,149
Scurry,40083,119
Shackelford,108260,1
Shelby,38733,130
Sherman,63291,56
Smith,52034,32
Somervell,43767,77
Starr,25447,253
Stephens,36060,162
Sterling,53915,21
Stonewall,49890,39
Sutton,57984,15
Swisher,43685,122
Tarrant,48892,45
Taylor,42874,81
Terrell,44418,61
Terry,31760,231
Throckmorton,33231,202
Titus,33215,212
Tom Green,43536,75
Travis,63418,8
Trinity,33099,217
Tyler,31071,230
Upshur,34832,193
Upton,40889,86
Uvalde,37788,157
Val Verde,34655,197
Van Zandt,36756,177
Victoria,43635,73
Walker,26880,250
Waller,38663,151
Ward,42704,54
Washington,49737,41
Webb,30153,233
Wharton,40086,133
Wheeler,39820,126
Wichita,41049,104
Wilbarger,40141,121
Willacy,29508,247
Williamson,48308,47
Wilson,42643,89
Winkler,47719,23
Wise,42208,96
Wood,36996,178
Yoakum,39067,138
Young,47634,51
Zapata,26723,249
Zavala,27144,244
,,
Utah,44002,0
Beaver,32777,23
Box Elder,35800,15
Cache,37518,12
Carbon,36013,14
Daggett,38788,8
Davis,43882,6
Duchesne,35387,17
Emery,30630,25
Garfield,36486,18
Grand,50409,2
Iron,30840,26
Juab,34560,19
Kane,39099,10
Millard,35195,21
Morgan,49753,5
Piute,33200,24
Rich,34189,20
Salt Lake,49866,4
San Juan,25344,29
Sanpete,27821,28
Sevier,31954,22
Summit,123795,1
Tooele,35253,16
Uintah,30135,27
Utah,38880,9
Wasatch,50664,3
Washington,36809,13
Wayne,36512,11
Weber,39832,7
,,
Vermont,51976,0
Addison,49834,8
Bennington,51601,5
Caledonia,39877,13
Chittenden,58562,1
Essex,35279,14
Franklin,44824,11
Grand Isle,57266,3
Lamoille,51212,6
Orange,45331,10
Orleans,42121,12
Rutland,49838,7
Washington,57865,2
Windham,48976,9
Windsor,55418,4
,,
Virginia,55306,0
Accomack,40715,56
Amelia,43064,47
Amherst,35527,85
Appomattox,36727,78
Arlington,90893,2
Bath,60042,13
Bedford,44602,40
Bland,35331,83
Botetourt,48228,35
Brunswick,31653,99
Buchanan,34449,88
Buckingham,29450,104
Caroline,40604,61
Charles City,43500,45
Charlotte,34509,90
Chesterfield,52024,24
Clarke,63517,9
Craig,36710,79
Culpeper,44445,42
Cumberland,37457,76
Dickenson,31026,101
Essex,40721,59
Fauquier,67525,7
Floyd,36744,73
Fluvanna,42829,48
Franklin,39004,64
Giles,38194,68
Gloucester,48145,34
Goochland,96584,1
Grayson,31518,97
Greene,42446,49
Halifax,35571,82
Hanover,58166,14
Henrico,64355,10
Highland,43308,44
Isle of Wight,53048,21
King and Queen,41480,54
King George,51051,25
King William,45135,41
Lancaster,56871,15
Lee,29135,105
Loudoun,74878,5
Louisa,41125,57
Lunenburg,32208,95
Madison,46555,38
Mathews,53624,20
Mecklenburg,35764,84
Middlesex,49250,29
Nelson,48296,32
New Kent,68728,8
Northampton,45890,36
Northumberland,49102,26
Nottoway,33522,92
Orange,46906,37
Page,37451,72
Patrick,32885,93
Powhatan,54715,18
Prince Edward,30979,102
Pulaski,38384,65
Rappahannock,61609,12
Richmond,35508,87
Russell,32004,96
Scott,32258,94
Shenandoah,42958,46
Smyth,35729,86
Stafford,52940,22
Surry,42826,43
Sussex,30082,103
Tazewell,37042,74
Warren,44910,39
Westmoreland,41296,55
Wythe,33997,91
Independent cities:,,
Alexandria,84059,3
Chesapeake,48528,33
Hampton,41931,51
Newport News,41684,52
Norfolk,40107,60
Portsmouth,39585,62
Richmond,54139,19
Roanoke,41824,53
Suffolk,49703,28
Virginia Beach,55731,17
Combination areas2:,,
Albemarle + Charlottesville,70832,6
Alleghany + Covington,38161,69
"Augusta, Staunton + Waynesboro",42622,50
Campbell + Lynchburg,36317,81
Carroll + Galax,34908,89
"Dinwiddie, Colonial Heights + Petersburg",39201,66
"Fairfax, Fairfax City + Falls Church",78430,4
Frederick + Winchester,48870,30
Greensville + Emporia,31774,100
Henry + Martinsville,37642,71
James City + Williamsburg,62671,11
Montgomery + Radford,36020,80
Pittsylvania + Danville,36970,77
Prince George + Hopewell,37675,75
"Prince William, Manassas + Manassas Park",52555,23
Roanoke + Salem,50124,27
"Rockbridge, Buena Vista + Lexington",39150,67
Rockingham + Harrisonburg,38469,70
Southampton + Franklin,41300,58
Spotsylvania + Fredericksburg,48759,31
Washington + Bristol,39269,63
Wise + Norton,31587,98
York + Poquoson,56549,16
,,
Washington,58550,0
Adams,42314,26
Asotin,45322,16
Benton,46034,15
Chelan,52454,6
Clallam,44045,20
Clark,50766,7
Columbia,47011,12
Cowlitz,43046,22
Douglas,40050,33
Ferry,36027,39
Franklin,36666,38
Garfield,42659,23
Grant,39488,36
Grays Harbor,38942,35
Island,52459,5
Jefferson,50090,9
King,84542,1
Kitsap,52833,3
Kittitas,41114,28
Klickitat,46695,14
Lewis,41100,24
Lincoln,45266,18
Mason,40735,27
Okanogan,41514,29
Pacific,40409,31
Pend Oreille,40008,32
Pierce,49137,10
San Juan,72862,2
Skagit,50119,8
Skamania,43372,21
Snohomish,52453,4
Spokane,44552,17
Stevens,37812,37
Thurston,48820,11
Wahkiakum,40917,30
Walla Walla,44178,19
Whatcom,46719,13
Whitman,38557,34
Yakima,41868,25
,,
West Virginia,38644,0
Barbour,30382,43
Berkeley,39677,14
Boone,31671,39
Braxton,29945,46
Brooke,39736,12
Cabell,40154,8
Calhoun,28331,52
Clay,29274,47
Doddridge,26739,54
Fayette,32740,34
Gilmer,27975,53
Grant,36184,27
Greenbrier,36291,22
Hampshire,33715,32
Hancock,40043,10
Hardy,33805,36
Harrison,44879,4
Jackson,35504,21
Jefferson,47932,2
Kanawha,45416,3
Lewis,36503,18
Lincoln,28802,48
Logan,34605,29
McDowell,29370,50
Marion,40236,11
Marshall,38082,16
Mason,31690,40
Mercer,35745,23
Mineral,37261,19
Mingo,30457,45
Monongalia,42782,6
Monroe,29430,51
Morgan,33190,35
Nicholas,31916,37
Ohio,60899,1
Pendleton,35236,31
Pleasants,41357,7
Pocahontas,36785,20
Preston,34296,30
Putnam,43973,5
Raleigh,38646,15
Randolph,34896,28
Ritchie,34962,25
Roane,32902,33
Summers,31876,42
Taylor,37954,17
Tucker,40081,13
Tyler,35457,24
Upshur,31213,41
Wayne,31596,38
Webster,27011,55
Wetzel,33106,26
Wirt,30138,44
Wood,39614,9
Wyoming,28818,49
,,
Wisconsin,49290,0
Adams,38296,70
Ashland,39041,65
Barron,46722,21
Bayfield,45766,22
Brown,50295,10
Buffalo,43191,48
Burnett,41293,58
Calumet,49038,16
Chippewa,44108,38
Clark,39389,67
Columbia,48837,14
Crawford,40294,62
Dane,58522,4
Dodge,42808,47
Door,60281,3
Douglas,40800,57
Dunn,38216,68
Eau Claire,45852,24
Florence,50884,7
Fond du Lac,46203,25
Forest,39608,61
Grant,41598,53
Green,49039,15
Green Lake,43894,39
Iowa,46211,27
Iron,48743,12
Jackson,43876,34
Jefferson,44085,36
Juneau,36478,71
Kenosha,44674,32
Kewaunee,45165,37
La Crosse,47816,18
Lafayette,41984,56
Langlade,42067,55
Lincoln,43826,43
Manitowoc,46174,29
Marathon,47965,17
Marinette,42214,52
Marquette,39504,64
Menominee,29065,72
Milwaukee,45338,30
Monroe,40214,60
Oconto,44284,45
Oneida,49310,11
Outagamie,49360,13
Ozaukee,79764,1
Pepin,46734,28
Pierce,44273,40
Polk,44972,35
Portage,44020,42
Price,44184,46
Racine,47419,20
Richland,41440,54
Rock,42189,50
Rusk,42647,51
St. Croix,53225,6
Sauk,46414,23
Sawyer,43696,41
Shawano,40847,59
Sheboygan,50722,9
Taylor,37910,69
Trempealeau,42695,49
Vernon,38791,66
Vilas,51640,8
Walworth,47760,19
Washburn,45460,31
Washington,55813,5
Waukesha,69085,2
Waupaca,43732,44
Waushara,39273,63
Winnebago,46131,26
Wood,44776,33
,,
Wyoming,56377,0
Albany,39627,21
Big Horn,35627,23
Campbell,49502,9
Carbon,53844,3
Converse,50044,6
Crook,43572,16
Fremont,41232,18
Goshen,41256,19
Hot Springs,49984,5
Johnson,48287,13
Laramie,49746,10
Lincoln,39981,20
Natrona,62751,2
Niobrara,46768,12
Park,51543,7
Platte,47044,14
Sheridan,54470,4
Sublette,49372,11
Sweetwater,50354,8
Teton,227753,1
Uinta,38154,22
Washakie,44930,15
Weston,42816,17
