,unique_county,COPD,CHOLSCREEN,KIDNEY,BINGE,CHECKUP,PHLTH,OBESITY,ARTHRITIS,CASTHMA,DENTAL,SLEEP,CANCER,LPA,BPHIGH,DIABETES,STROKE,BPMED,CSMOKING,MHLTH,CHD,Rank,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
0,AdaIdaho,4.89622641509434,72.81698113207547,2.2452830188679247,16.23962264150944,61.05094339622642,10.307547169811322,26.56415094339622,23.271698113207552,9.081132075471698,67.56037735849057,28.799999999999994,6.249056603773588,16.994339622641515,27.875471698113206,7.373584905660376,2.3962264150943398,64.36226415094336,13.347169811320757,10.569811320754718,4.80943396226415,571,Ada,Idaho,27452.0,55210.0,67641.0,"401,673","151,600",16001.0
1,AdamsColorado,5.0854838709677415,71.06451612903226,2.282258064516129,17.606451612903225,56.70161290322583,11.450000000000001,26.08225806451613,21.112903225806463,9.396774193548385,62.18225806451612,32.561290322580646,5.114516129032259,22.35,24.45,7.735483870967744,2.398387096774194,65.35645161290323,18.991935483870964,11.770967741935486,4.567741935483871,1233,Adams,Colorado,24195.0,56270.0,64611.0,"452,030","152,803",8001.0
2,AlachuaFlorida,5.9702702702702695,65.64864864864863,2.332432432432433,17.435135135135134,68.90810810810811,11.313513513513515,24.74864864864865,17.68378378378378,9.205405405405404,57.637837837837836,35.024324324324326,4.878378378378377,24.767567567567568,23.824324324324326,7.6810810810810795,2.540540540540541,65.11351351351352,18.521621621621623,14.359459459459458,4.7594594594594595,1076,Alachua,Florida,24857.0,42149.0,62139.0,"249,848","96,043",12001.0
3,AlamedaCalifornia,4.260064935064938,75.58311688311693,2.385064935064935,15.819155844155839,64.94155844155846,10.417857142857137,20.40941558441557,18.578246753246745,8.87824675324675,65.33214285714288,34.10032467532467,5.3587662337662305,18.75227272727273,25.975649350649352,8.96298701298701,2.5133116883116893,70.23441558441563,12.385714285714291,10.72305194805194,4.49448051948052,109,Alameda,California,35763.0,72112.0,88618.0,"1,535,248","545,071",6001.0
4,AlbanyNew York,6.38846153846154,70.9230769230769,2.6384615384615384,17.215384615384615,72.4923076923077,13.01538461538461,29.303846153846152,21.726923076923075,10.876923076923076,59.46153846153845,39.43846153846154,5.446153846153846,30.542307692307695,30.57692307692308,9.753846153846153,3.223076923076923,70.39615384615385,20.442307692307693,14.015384615384617,5.4192307692307695,210,Albany,New York,32328.0,59394.0,81846.0,"305,279","122,700",36001.0
5,Alexandria CityVirginia,3.607894736842105,80.6105263157895,2.044736842105263,18.205263157894738,73.3157894736842,7.550000000000001,25.568421052631578,17.639473684210525,7.639473684210526,75.86578947368423,34.72368421052631,5.394736842105262,19.115789473684213,25.999999999999996,7.313157894736841,1.8921052631578952,73.07631578947367,13.521052631578947,8.852631578947367,3.5921052631578934,5,Alexandria City,Virginia,54608.0,85706.0,107511.0,"143,684","65,369",51510.0
6,AlleghenyPennsylvania,7.177165354330709,72.42283464566927,2.95748031496063,18.5732283464567,74.11889763779531,12.757480314960631,34.25433070866142,28.7244094488189,10.390551181102358,58.27086614173227,40.82834645669293,6.251968503937008,29.268503937007875,33.53149606299211,11.509448818897638,3.820472440944882,77.2456692913386,20.686614173228346,12.954330708661415,6.6086614173228355,239,Allegheny,Pennsylvania,31593.0,51366.0,70380.0,"1,226,933","526,004",42003.0
7,AllenIndiana,7.629487179487178,70.5371794871795,2.724358974358974,17.005128205128198,63.57179487179485,13.699999999999992,32.42179487179488,24.793589743589745,9.9,61.185897435897445,36.59871794871794,6.16153846153846,28.29615384615385,32.45512820512819,11.000000000000002,3.3653846153846154,75.82435897435896,21.716666666666665,13.994871794871793,6.771794871794871,995,Allen,Indiana,25279.0,49370.0,60867.0,"358,324","138,212",18003.0
8,AnchorageAlaska,4.6436363636363645,68.77999999999999,2.0781818181818186,20.500000000000004,55.18909090909089,10.040000000000003,30.327272727272714,18.73818181818182,9.26,65.63818181818183,34.00363636363637,5.354545454545454,21.852727272727265,27.069090909090907,7.318181818181818,2.2181818181818183,63.11090909090909,17.96363636363637,11.043636363636363,4.316363636363634,98,Anchorage,Alaska,36214.0,77454.0,90466.0,"295,237","105,208",2020.0
9,ArapahoeColorado,4.643636363636364,75.66909090909093,2.251818181818182,16.145454545454548,62.04090909090909,10.045454545454547,21.821818181818177,21.15,8.806363636363638,67.08909090909088,31.383636363636366,5.721818181818181,19.109999999999985,26.05909090909091,7.1899999999999995,2.3818181818181827,68.2990909090909,16.533636363636354,10.481818181818177,4.185454545454546,198,Arapahoe,Colorado,32595.0,60651.0,73649.0,"585,333","225,552",8005.0
10,Baltimore CityMaryland,7.819597989949748,75.13768844221109,3.1155778894472332,14.97889447236181,77.0949748743719,13.905025125628141,34.87738693467337,26.135678391959793,11.318592964824123,58.397487437185916,44.80552763819098,5.52713567839196,31.153768844221084,38.77487437185929,14.08190954773869,4.434673366834173,77.05728643216081,25.621608040201004,14.042211055276384,6.474874371859294,1103,Baltimore City,Maryland,24750.0,41385.0,50151.0,"621,445","241,455",24510.0
11,BellTexas,5.177777777777778,65.81111111111112,2.2296296296296294,18.12592592592593,68.57777777777777,11.35925925925926,35.22592592592593,17.929629629629634,9.355555555555556,56.22222222222223,38.288888888888884,3.9444444444444438,28.518518518518523,28.707407407407413,9.044444444444444,2.4222222222222225,68.50740740740741,21.25925925925926,12.81111111111111,4.170370370370371,1593,Bell,Texas,22857.0,50060.0,58115.0,"316,144","104,049",48027.0
12,BentonArkansas,5.95,70.35,2.175,16.15,64.125,11.85,29.425000000000004,20.425,9.325,58.47500000000001,33.3,5.074999999999999,29.674999999999997,26.125,7.65,2.275,71.875,19.45,13.2,5.125,706,Benton,Arkansas,26715.0,54515.0,61706.0,"227,439","82,150",5007.0
13,BentonWashington,7.071428571428571,67.03571428571429,2.714285714285715,18.407142857142862,60.464285714285715,13.492857142857146,31.142857142857142,24.12857142857143,10.321428571428571,60.557142857142864,33.392857142857146,5.921428571428571,22.54285714285714,29.207142857142856,9.007142857142856,2.971428571428571,67.29999999999998,18.97857142857143,13.87142857142857,5.728571428571429,433,Benton,Washington,28583.0,60485.0,72126.0,"178,992","65,675",53005.0
14,BerkeleySouth Carolina,4.566666666666666,76.13333333333334,1.8333333333333333,19.133333333333333,63.53333333333334,9.533333333333333,26.666666666666668,21.2,7.966666666666666,67.7,34.76666666666667,5.166666666666667,20.066666666666666,26.066666666666666,6.5,1.8333333333333333,70.53333333333333,16.766666666666666,12.5,3.5666666666666664,1245,Berkeley,South Carolina,24165.0,52427.0,59373.0,"184,366","65,392",45015.0
15,BerksPennsylvania,8.859259259259263,62.577777777777776,3.414814814814815,14.881481481481481,68.62592592592593,18.433333333333337,42.72962962962962,27.011111111111113,10.981481481481483,47.61851851851851,41.31481481481482,5.0,40.87777777777777,33.91111111111112,14.755555555555555,4.133333333333333,74.25555555555556,26.340740740740745,17.592592592592595,7.5888888888888895,703,Berks,Pennsylvania,26723.0,55170.0,67138.0,"412,078","153,897",42011.0
16,BernalilloNew Mexico,5.604347826086956,71.51231884057975,2.818115942028987,13.644927536231883,61.37318840579709,12.455797101449283,25.651449275362317,22.399275362318832,9.647826086956526,64.45072463768115,32.56521739130435,5.685507246376812,21.187681159420297,26.560144927536225,9.608695652173912,2.730434782608696,70.47753623188409,17.880434782608692,11.878985507246377,5.335507246376816,687,Bernalillo,New Mexico,26814.0,48801.0,60740.0,"667,092","263,135",35001.0
17,BexarTexas,5.436334405144697,71.03633440514473,3.0286173633440505,15.365916398713832,67.39710610932475,13.7668810289389,34.6385852090032,21.04147909967845,8.38488745980707,58.495498392282975,36.940514469453376,4.893247588424437,33.337942122186476,29.719935691318327,12.26334405144694,2.9315112540192936,74.4694533762058,14.798070739549848,11.61446945337621,5.836977491961417,1224,Bexar,Texas,24253.0,50112.0,58289.0,"1,753,238","604,698",48029.0
18,BibbGeorgia,9.879411764705885,73.50294117647057,3.8735294117647054,11.888235294117646,76.51470588235297,17.900000000000002,39.9764705882353,28.720588235294112,11.817647058823532,47.05000000000001,44.87058823529411,6.158823529411765,37.25,45.04411764705883,16.86470588235294,5.7705882352941185,79.03823529411767,24.885294117647067,15.747058823529407,8.323529411764705,2095,Bibb,Georgia,20982.0,37550.0,49891.0,"155,524","56,585",13021.0
19,Black HawkIowa,7.0307692307692315,70.11153846153847,2.769230769230769,17.98461538461538,69.34230769230768,12.715384615384616,36.19615384615385,27.165384615384617,9.234615384615385,62.61538461538463,33.780769230769224,6.8076923076923075,30.880769230769236,33.973076923076924,11.065384615384614,3.5884615384615377,77.59230769230767,21.442307692307686,12.45,6.6038461538461535,1215,Black Hawk,Iowa,24273.0,45747.0,61495.0,"131,468","52,276",19013.0
20,BooneMissouri,5.554166666666667,64.77500000000002,2.141666666666666,19.370833333333334,65.61666666666666,10.945833333333331,27.725000000000005,19.666666666666668,9.516666666666667,61.037499999999994,29.962500000000002,4.841666666666666,25.512500000000003,24.287500000000005,7.379166666666667,2.204166666666667,68.8625,21.0125,13.375,4.2625,673,Boone,Missouri,26895.0,48627.0,70096.0,"165,776","65,649",29019.0
21,BossierLouisiana,8.066666666666668,66.46666666666667,2.966666666666667,16.266666666666666,69.5,15.933333333333332,37.46666666666667,24.866666666666664,9.9,46.633333333333326,38.699999999999996,5.033333333333334,35.56666666666666,37.9,12.200000000000001,4.133333333333334,74.0,25.433333333333337,16.96666666666667,6.733333333333333,575,Bossier,Louisiana,27429.0,53248.0,67961.0,"119,947","45,776",22015.0
22,BoulderColorado,4.297826086956522,70.60217391304347,2.1478260869565213,18.515217391304347,57.0608695652174,9.008695652173914,17.508695652173913,18.98260869565217,8.736956521739133,71.3021739130435,26.002173913043467,5.534782608695651,15.182608695652176,20.78478260869565,5.276086956521739,2.0760869565217392,64.92608695652174,13.86521739130435,9.928260869565218,4.093478260869566,65,Boulder,Colorado,38011.0,67956.0,92667.0,"301,072","120,521",8013.0
23,BrazoriaTexas,4.291666666666667,75.825,2.0,18.466666666666672,67.49166666666667,9.283333333333333,29.174999999999997,17.316666666666666,7.966666666666666,66.36666666666666,32.06666666666667,4.816666666666666,24.05,26.95833333333333,8.191666666666668,1.9833333333333334,72.31666666666668,14.766666666666667,9.775,3.9499999999999993,394,Brazoria,Texas,29081.0,67603.0,79880.0,"319,493","107,717",48039.0
24,BrazosTexas,4.919047619047619,62.35476190476189,2.073809523809524,19.97142857142857,66.32619047619049,10.145238095238096,27.69523809523809,13.073809523809524,8.704761904761906,66.55714285714286,30.911904761904765,3.9261904761904765,24.607142857142858,21.740476190476187,7.188095238095239,2.0595238095238093,64.81428571428572,15.221428571428573,12.383333333333335,3.7785714285714285,1896,Brazos,Texas,21720.0,38310.0,58863.0,"197,642","70,239",48041.0
25,BrevardFlorida,8.071052631578949,78.69736842105263,2.9263157894736844,15.776315789473685,73.41578947368419,14.25263157894737,31.165789473684214,26.989473684210513,8.876315789473685,60.721052631578935,37.55,7.4526315789473685,26.755263157894735,32.69736842105262,11.321052631578945,3.6,78.70789473684212,19.8,13.65,7.355263157894734,646,Brevard,Florida,27009.0,48039.0,59810.0,"545,667","220,277",12009.0
26,BristolMassachusetts,10.8375,74.1107142857143,3.0857142857142854,14.3875,77.05000000000003,18.18392857142857,33.07142857142857,31.530357142857138,12.7375,54.253571428571426,43.88214285714285,6.914285714285712,36.732142857142854,34.66607142857143,11.874999999999998,4.0857142857142845,78.19821428571427,26.132142857142842,18.116071428571427,7.8357142857142845,412,Bristol,Massachusetts,28837.0,55298.0,72018.0,"549,870","210,037",25005.0
27,BronxNew York,6.396696696696701,72.24744744744744,3.2213213213213217,14.495795795795797,74.52612612612613,16.38048048048049,31.861561561561555,21.927327327327323,11.71741741741742,56.01741741741736,41.88858858858862,4.8018018018018,36.552552552552555,32.63783783783786,13.609909909909907,3.6522522522522505,73.12282282282276,19.485585585585586,15.483483483483475,6.055555555555554,2740,Bronx,New York,18171.0,34388.0,38843.0,"1,397,315","474,842",36005.0
28,BrowardFlorida,6.621376811594198,78.65253623188404,2.847826086956523,16.097463768115944,72.22318840579705,13.553260869565214,28.801449275362327,22.939492753623192,8.150000000000002,63.08152173913042,37.885144927536246,6.632608695652168,28.46340579710145,32.34311594202895,11.372101449275362,3.2695652173913046,75.03913043478255,17.53876811594201,13.18550724637681,6.246014492753624,471,Broward,Florida,28205.0,51251.0,61526.0,"1,784,889","663,458",12011.0
29,BrownWisconsin,6.343333333333334,72.26,2.5533333333333332,23.683333333333334,69.27666666666667,12.979999999999999,33.08,23.1,9.963333333333333,66.29666666666668,32.133333333333326,6.086666666666665,24.36666666666666,30.490000000000002,8.743333333333336,3.0033333333333343,72.05000000000001,21.776666666666664,12.650000000000002,6.0600000000000005,529,Brown,Wisconsin,27787.0,53119.0,67159.0,"250,597","98,962",55009.0
30,BuchananMissouri,8.55,70.91250000000001,2.662499999999999,16.441666666666666,68.67916666666666,15.224999999999996,34.354166666666664,28.67083333333333,9.841666666666665,52.34166666666667,37.46666666666666,6.804166666666666,31.174999999999997,33.8625,10.837499999999999,3.4041666666666672,77.20416666666667,25.487499999999997,14.600000000000001,6.9375,1833,Buchanan,Missouri,21961.0,44363.0,57326.0,"89,419","33,331",29021.0
31,BuncombeNorth Carolina,6.517241379310346,79.07931034482758,2.8172413793103446,15.455172413793106,70.24482758620688,12.265517241379309,24.610344827586207,24.486206896551728,8.527586206896551,66.80689655172414,30.07241379310345,7.0793103448275865,22.08620689655172,31.596551724137925,9.27931034482759,3.2344827586206892,77.22068965517244,17.331034482758618,11.672413793103445,6.548275862068965,806,Buncombe,North Carolina,26159.0,44713.0,56616.0,"241,801","100,838",37021.0
32,ButteCalifornia,5.386956521739131,66.7608695652174,2.252173913043478,21.721739130434777,60.52608695652172,11.369565217391305,23.80434782608695,17.47826086956522,9.482608695652175,62.41304347826087,32.99130434782609,5.295652173913043,18.55217391304348,23.65652173913044,6.778260869565217,2.334782608695652,61.62608695652173,16.260869565217394,13.47391304347826,4.434782608695652,1335,Butte,California,23787.0,43752.0,55917.0,"220,542","84,816",6007.0
33,CabarrusNorth Carolina,6.795454545454544,77.47727272727273,2.604545454545455,15.281818181818181,70.29545454545453,13.21818181818182,32.16363636363638,24.022727272727277,8.845454545454546,58.790909090909096,34.37727272727273,6.040909090909091,26.895454545454548,32.93181818181818,9.709090909090907,3.1954545454545453,74.21818181818182,20.33636363636364,12.859090909090908,6.027272727272728,1004,Cabarrus,North Carolina,25247.0,53551.0,66058.0,"181,415","64,713",37025.0
34,CaddoLouisiana,8.048214285714284,73.58214285714287,3.416071428571429,13.592857142857145,74.29285714285712,16.096428571428568,40.612500000000004,28.54464285714286,9.930357142857144,51.56785714285714,40.7375,6.394642857142857,36.42142857142857,44.374999999999986,14.899999999999993,4.876785714285712,82.00892857142858,23.655357142857145,15.442857142857147,7.948214285714285,1207,Caddo,Louisiana,24308.0,41053.0,52823.0,"255,551","98,554",22017.0
35,CalcasieuLouisiana,8.186363636363636,72.72272727272727,3.3227272727272723,14.654545454545454,73.68636363636362,15.745454545454548,40.83636363636363,27.495454545454546,9.81818181818182,49.31818181818182,38.67727272727272,6.336363636363637,35.440909090909095,42.1409090909091,14.354545454545455,4.650000000000001,81.60454545454546,23.450000000000003,15.472727272727269,7.827272727272727,1196,Calcasieu,Louisiana,24355.0,43499.0,55484.0,"193,528","73,726",22019.0
36,CalumetWisconsin,4.866666666666667,76.7,2.066666666666667,23.7,68.23333333333333,10.433333333333332,29.733333333333334,21.333333333333332,9.366666666666667,73.76666666666667,31.466666666666665,5.866666666666667,21.733333333333334,26.233333333333334,7.133333333333333,2.2333333333333334,72.0,18.13333333333333,10.766666666666666,4.733333333333333,403,Calumet,Wisconsin,28907.0,65130.0,75563.0,"49,288","18,381",55015.0
37,CamdenNew Jersey,7.784210526315792,66.22631578947366,3.4842105263157888,12.994736842105263,74.02105263157895,18.268421052631574,40.12105263157895,24.689473684210526,10.552631578947368,44.747368421052634,51.13157894736842,4.005263157894737,43.61578947368421,37.81052631578947,15.72105263157895,4.547368421052632,74.72631578947369,27.842105263157894,17.97894736842105,6.831578947368421,292,Camden,New Jersey,30592.0,61683.0,77369.0,"513,512","187,941",34007.0
38,CameronTexas,6.641666666666667,63.35833333333335,3.9708333333333337,13.500000000000002,62.7770833333333,18.629166666666666,38.4375,20.302083333333332,8.583333333333334,41.49166666666668,35.516666666666666,4.464583333333333,39.025000000000006,33.47291666666667,16.497916666666672,3.7812500000000004,74.25416666666666,16.531249999999996,14.627083333333337,7.464583333333334,3077,Cameron,Texas,14710.0,33179.0,36332.0,"410,710","117,836",48061.0
39,CanadianOklahoma,5.986666666666667,75.59333333333333,2.093333333333333,14.933333333333335,65.01333333333335,11.126666666666667,30.186666666666667,22.353333333333335,9.233333333333333,64.64666666666668,32.333333333333336,6.026666666666667,28.920000000000005,31.813333333333336,8.440000000000001,2.373333333333333,73.35333333333332,17.75333333333333,11.820000000000002,5.44,556,Canadian,Oklahoma,27552.0,63629.0,72849.0,"119,546","41,876",40017.0
40,CanyonIdaho,6.778571428571428,63.33571428571429,2.735714285714285,14.021428571428574,54.40714285714286,14.099999999999998,34.528571428571425,24.12857142857143,10.114285714285714,53.80714285714286,34.67142857142857,5.771428571428571,28.307142857142853,29.221428571428568,9.707142857142857,3.285714285714285,63.614285714285714,19.964285714285715,13.542857142857143,6.064285714285714,2821,Canyon,Idaho,17755.0,42105.0,47302.0,"192,153","63,442",16027.0
41,CassMissouri,4.966666666666667,66.86666666666667,1.8,20.099999999999998,64.63333333333334,9.5,28.7,20.099999999999998,8.733333333333334,63.300000000000004,31.866666666666664,5.366666666666667,23.333333333333332,25.599999999999998,6.866666666666666,1.8666666666666665,64.16666666666667,20.2,12.066666666666668,4.266666666666667,568,Cass,Missouri,27463.0,60350.0,68480.0,"99,875","37,307",29037.0
42,CassNorth Dakota,4.760000000000001,67.148,2.124,25.191999999999993,63.00799999999998,8.223999999999998,30.267999999999986,18.36,9.267999999999999,70.62800000000001,28.887999999999998,5.435999999999999,22.919999999999995,24.795999999999996,6.508000000000001,2.2199999999999998,73.40400000000001,17.712000000000003,9.676,4.464,298,Cass,North Dakota,30529.0,52590.0,74024.0,"154,080","65,816",38017.0
43,ChambersTexas,5.9,76.5,2.2,18.2,67.7,11.2,31.3,21.5,8.5,64.7,33.3,5.8,27.7,29.9,9.2,2.5,75.4,17.6,11.1,5.1,321,Chambers,Texas,30140.0,72489.0,82601.0,"35,570","12,147",48071.0
44,ChampaignIllinois,4.755,64.75000000000001,2.135,19.494999999999997,63.225,9.52,28.339999999999996,17.025000000000002,9.335,61.65500000000001,33.61,4.51,24.610000000000003,24.18,7.230000000000001,2.1450000000000005,62.11,17.025,11.91,3.9299999999999997,902,Champaign,Illinois,25713.0,45808.0,69554.0,"202,428","79,137",17019.0
45,CharlestonSouth Carolina,6.056000000000002,73.20933333333336,2.68,19.642666666666674,67.44666666666669,12.38,27.481333333333332,21.853333333333335,9.090666666666671,60.42399999999999,36.59466666666666,5.7079999999999975,23.044000000000004,32.286666666666676,10.130666666666668,3.3426666666666662,75.21733333333333,19.59200000000001,13.419999999999998,5.285333333333334,319,Charleston,South Carolina,30158.0,50792.0,65394.0,"358,736","143,717",45019.0
46,ChathamGeorgia,7.283673469387758,71.77959183673472,3.128571428571428,13.86122448979592,75.68367346938774,13.961224489795919,37.33469387755104,23.86938775510205,10.914285714285711,53.1816326530612,44.43673469387755,5.336734693877551,31.797959183673466,38.389795918367334,13.061224489795913,4.114285714285715,74.26122448979591,21.055102040816323,14.016326530612243,6.077551020408164,1036,Chatham,Georgia,25093.0,45794.0,55978.0,"271,102","102,484",13051.0
47,ChathamNorth Carolina,7.7,93.5,3.7,8.6,82.4,11.9,23.5,39.2,7.5,77.9,23.2,13.3,22.0,46.7,13.1,4.0,88.0,10.2,7.4,9.8,265,Chatham,North Carolina,31175.0,57091.0,66875.0,"64,886","26,017",37037.0
48,Chesapeake CityVirginia,5.807317073170732,78.6439024390244,2.3853658536585365,15.653658536585365,75.97804878048782,10.84390243902439,33.38780487804879,22.848780487804884,8.729268292682926,70.79999999999998,38.51463414634146,5.934146341463413,26.700000000000003,33.21707317073171,10.54390243902439,2.8951219512195117,77.58780487804877,18.229268292682928,11.426829268292684,5.046341463414635,338,Chesapeake City,Virginia,29905.0,69743.0,80767.0,"225,597","79,421",51550.0
49,ChittendenVermont,4.781818181818181,65.2090909090909,2.0727272727272728,21.081818181818182,62.63636363636363,9.1,20.263636363636362,18.154545454545456,10.7,69.64545454545454,27.909090909090903,4.872727272727272,17.781818181818178,19.799999999999997,5.445454545454546,2.0545454545454542,66.06363636363636,16.227272727272723,11.80909090909091,4.090909090909091,167,Chittenden,Vermont,33281.0,63989.0,83887.0,"157,637","62,587",50007.0
50,ClackamasOregon,5.375,77.92500000000001,2.525,17.325,65.65,11.425,28.825,25.225,9.55,72.85,29.825,7.5,16.725,29.4,8.575000000000001,2.7,72.725,15.025,11.399999999999999,5.5,194,Clackamas,Oregon,32781.0,64352.0,76549.0,"380,532","146,527",41005.0
51,ClarkNevada,6.923420074349445,71.60334572490703,2.6639405204460975,15.276579925650557,65.42899628252788,13.456505576208182,27.473977695167303,20.432713754646844,9.32379182156134,57.06171003717471,38.9189591078067,5.663568773234201,26.919702602230494,26.80743494423793,9.853159851301113,2.93568773234201,70.3654275092937,19.774721189591077,13.134200743494413,5.715985130111523,793,Clark,Nevada,26217.0,52873.0,60666.0,"1,976,925","710,058",32003.0
52,ClarkWashington,6.929787234042553,71.12127659574466,2.625531914893616,16.94255319148936,59.868085106382985,12.72127659574468,29.68510638297871,25.721276595744683,10.672340425531916,64.5255319148936,34.41702127659575,6.487234042553194,21.302127659574467,29.004255319148932,8.810638297872341,2.8638297872340424,67.71489361702127,18.825531914893613,12.912765957446805,5.799999999999999,542,Clark,Washington,27681.0,58225.0,68276.0,"432,549","158,855",53011.0
53,ClarkeGeorgia,6.209999999999999,65.77000000000001,2.476666666666667,16.666666666666664,69.30999999999999,12.133333333333333,29.236666666666668,19.060000000000002,10.466666666666665,57.82333333333335,37.353333333333325,4.366666666666666,27.40666666666666,29.21333333333333,8.846666666666668,2.7933333333333334,66.3,19.713333333333335,14.196666666666667,4.7333333333333325,2512,Clarke,Georgia,19295.0,33060.0,50744.0,"118,864","41,358",13059.0
54,ClayMissouri,5.896,74.37600000000002,2.116,18.98,66.192,11.432,33.10799999999999,22.84,8.879999999999999,62.592,33.044,5.812000000000001,26.18799999999999,29.204000000000004,8.44,2.3680000000000003,74.392,21.596,12.352000000000002,4.839999999999999,367,Clay,Missouri,29406.0,60936.0,73380.0,"225,116","86,934",29047.0
55,ClevelandOklahoma,6.172916666666669,70.90416666666668,2.2333333333333334,14.658333333333337,64.20625000000003,12.295833333333329,32.681250000000006,24.299999999999994,9.456250000000002,62.179166666666674,34.175000000000004,5.7583333333333355,30.808333333333337,31.56458333333333,8.552083333333332,2.5124999999999997,72.08541666666665,20.12083333333333,12.814583333333333,5.639583333333335,665,Cleveland,Oklahoma,26920.0,54989.0,69531.0,"261,047","96,701",40027.0
56,CollinTexas,4.084057971014494,77.01231884057972,1.9898550724637678,17.848550724637676,67.04202898550724,8.355797101449276,29.002173913043478,16.286231884057976,7.550724637681161,70.2072463768116,33.384782608695666,5.202173913043478,21.57536231884058,24.99710144927536,7.436956521739135,1.8724637681159426,70.9036231884058,13.092028985507255,8.960869565217388,3.819565217391303,68,Collin,Texas,37839.0,82762.0,97421.0,"811,308","289,752",48085.0
57,ComancheOklahoma,7.582142857142856,65.71785714285714,2.625,14.492857142857146,63.782142857142844,14.328571428571433,35.95357142857143,23.817857142857143,10.278571428571427,48.55,39.39642857142856,5.278571428571429,35.142857142857146,33.95,10.407142857142857,3.2714285714285714,70.52857142857142,25.717857142857145,14.77857142857143,6.332142857142857,1719,Comanche,Oklahoma,22363.0,46036.0,54389.0,"124,591","44,251",40031.0
58,Contra CostaCalifornia,4.74888888888889,75.40666666666668,2.393333333333333,16.921111111111113,66.08444444444442,11.494444444444442,23.425555555555558,19.763333333333332,8.795555555555557,66.16222222222223,36.77,5.6133333333333315,19.343333333333334,26.725555555555562,9.22444444444444,2.5522222222222233,68.87,13.867777777777777,11.772222222222224,4.699999999999998,60,Contra Costa,California,38219.0,78756.0,94208.0,"1,065,794","375,855",6013.0
59,CookIllinois,5.632031249999998,72.9655133928571,2.88169642857143,21.436718749999983,68.1256696428571,12.42042410714284,33.950446428571446,20.689843750000023,9.580468749999993,55.74375000000001,37.80446428571438,5.141071428571431,28.14006696428571,32.17868303571423,11.603794642857128,3.4233258928571444,71.48794642857142,18.81104910714286,12.374665178571435,5.679352678571433,318,Cook,Illinois,30183.0,54548.0,66187.0,"5,212,372","1,933,335",17031.0
60,CraigheadArkansas,7.664285714285714,70.84285714285713,2.7071428571428577,14.471428571428572,69.13571428571429,13.957142857142857,33.278571428571425,25.599999999999994,9.764285714285714,56.17857142857143,35.53571428571429,6.271428571428572,34.19285714285714,34.98571428571429,9.942857142857145,3.192857142857143,75.07142857142857,21.992857142857144,14.064285714285717,6.907142857142858,1513,Craighead,Arkansas,23138.0,41393.0,52466.0,"98,398","37,834",5031.0
61,CumberlandMaine,6.415000000000001,75.62500000000001,2.43,19.13,68.53999999999999,10.84,27.159999999999997,22.895000000000003,10.665000000000003,66.795,30.365000000000002,6.295,20.565,27.314999999999998,7.830000000000001,2.585,71.22500000000001,17.205000000000002,12.005,5.25,188,Cumberland,Maine,32880.0,57461.0,75432.0,"283,046","117,359",23005.0
62,CumberlandNorth Carolina,6.2489795918367355,72.94285714285714,2.7102040816326527,16.493877551020404,72.78367346938775,12.806122448979593,32.78163265306122,23.963265306122445,9.316326530612244,61.683673469387756,39.6795918367347,5.22448979591837,26.871428571428567,34.80408163265305,10.251020408163264,3.3448979591836743,69.93877551020407,20.522448979591836,13.438775510204083,5.689795918367346,1532,Cumberland,North Carolina,23067.0,45231.0,51944.0,"322,033","121,226",37051.0
63,CuyahogaOhio,10.50913705583756,70.0502538071066,3.8746192893400995,14.783248730964463,74.09593908629441,18.182741116751266,39.69086294416242,30.399999999999995,12.129949238578673,49.18680203045683,45.077157360406105,5.844162436548224,36.769543147208154,41.17715736040606,16.86395939086294,5.497969543147202,80.50253807106601,28.091878172588867,16.62081218274112,8.477664974619286,576,Cuyahoga,Ohio,27423.0,43804.0,59745.0,"1,272,533","534,476",39035.0
64,DallasTexas,6.093617021276598,68.09191489361702,2.7668085106383,16.98319148936171,65.95276595744676,13.494042553191491,35.29106382978722,20.22106382978724,8.738085106382991,54.550212765957426,34.62361702127658,4.98851063829787,33.13489361702129,31.483617021276615,11.33531914893617,3.1706382978723404,72.04276595744679,18.253404255319143,12.289787234042558,5.615744680851065,686,Dallas,Texas,26816.0,49481.0,55113.0,"2,412,481","858,332",48113.0
65,DaneWisconsin,4.235384615384617,70.99230769230766,2.1430769230769235,23.998461538461537,66.91076923076925,9.233846153846152,26.027692307692305,18.63846153846154,9.415384615384616,72.45076923076921,30.303076923076926,5.5200000000000005,18.759999999999998,22.703076923076917,6.2538461538461565,2.0769230769230775,67.02153846153846,15.763076923076918,10.303076923076926,4.25076923076923,155,Dane,Wisconsin,33712.0,61721.0,83509.0,"496,762","206,982",55025.0
66,DavidsonNorth Carolina,6.45,80.35,2.3,16.0,71.1,11.9,28.9,24.799999999999997,8.65,68.85,31.75,6.300000000000001,24.0,31.4,8.4,2.6,73.9,20.049999999999997,12.100000000000001,5.6,1676,Davidson,North Carolina,22549.0,43083.0,54218.0,"162,975","64,580",37057.0
