,unique_county,COPD,CHOLSCREEN,KIDNEY,BINGE,CHECKUP,PHLTH,OBESITY,ARTHRITIS,CASTHMA,DENTAL,SLEEP,CANCER,LPA,BPHIGH,DIABETES,STROKE,BPMED,CSMOKING,MHLTH,CHD,Rank,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
134,JohnsonKansas,4.143421052631579,78.22763157894741,2.1684210526315786,17.338157894736845,70.06447368421054,7.499999999999998,28.713157894736845,20.002631578947362,8.077631578947367,76.79868421052632,27.422368421052635,6.2328947368421055,19.68026315789474,26.14342105263158,7.309210526315791,2.0578947368421057,74.41184210526319,13.005263157894737,8.45131578947368,4.626315789473682,53,Johnson,Kansas,38827.0,74717.0,92512.0,"552,947","216,304",20091.0
135,JonesGeorgia,8.1,75.8,3.4,11.4,79.3,16.4,43.2,28.6,12.4,51.0,49.4,5.1,37.1,47.8,17.4,5.0,79.6,24.4,15.1,6.5,1173,Jones,Georgia,24485.0,51497.0,60290.0,"28,650","10,384",13169.0
136,JonesTexas,6.3500000000000005,67.95,2.25,20.9,65.0,12.45,35.8,19.9,8.0,49.55,37.55,5.15,31.549999999999997,32.35,10.15,2.75,69.75,23.25,12.0,5.7,3071,Jones,Texas,14827.0,41297.0,51219.0,"20,079","5,641",48253.0
137,KalamazooMichigan,7.719047619047619,67.42857142857144,2.9285714285714284,18.542857142857144,67.16190476190476,13.538095238095236,34.20000000000001,24.96190476190476,11.323809523809524,60.904761904761905,35.06666666666667,5.457142857142857,26.400000000000006,29.523809523809536,10.014285714285716,3.3999999999999995,71.3047619047619,23.719047619047615,14.585714285714285,6.076190476190477,892,Kalamazoo,Michigan,25757.0,45775.0,62159.0,"252,763","100,072",26077.0
138,KanawhaWest Virginia,10.004545454545456,80.62272727272726,3.090909090909091,10.56363636363636,81.3,16.299999999999997,36.595454545454544,35.36818181818182,9.95,60.61818181818182,38.195454545454545,7.495454545454546,31.940909090909088,40.25,13.490909090909094,3.7181818181818187,80.43636363636364,23.95909090909091,14.609090909090908,8.809090909090909,476,Kanawha,West Virginia,28174.0,46085.0,58481.0,"192,311","82,756",54039.0
139,KaneIllinois,5.697826086956524,69.08913043478262,2.4869565217391303,19.20434782608696,65.38695652173912,13.05,35.71086956521739,20.819565217391304,9.208695652173912,58.017391304347846,37.02608695652174,4.95,29.69130434782608,28.29782608695652,10.23695652173913,2.7173913043478266,71.69130434782608,18.717391304347828,13.056521739130435,5.306521739130434,326,Kane,Illinois,30082.0,69530.0,80085.0,"518,380","170,358",17089.0
140,KaufmanTexas,6.7,83.4,2.3,16.8,70.5,11.5,31.2,25.7,8.4,69.9,30.9,7.5,26.1,33.8,9.6,2.6,78.9,15.9,10.3,5.7,1057,Kaufman,Texas,24954.0,61194.0,67995.0,"105,220","34,922",48257.0
141,KendallIllinois,3.15,75.5,1.55,22.6,63.349999999999994,7.4,29.200000000000003,15.0,8.25,71.55,33.5,3.9499999999999997,21.75,21.0,5.65,1.2999999999999998,64.95,15.3,9.8,2.6,260,Kendall,Illinois,31276.0,81765.0,91368.0,"116,366","38,075",17093.0
142,KenoshaWisconsin,5.75925925925926,72.24074074074072,2.47037037037037,22.49259259259259,67.3962962962963,12.629629629629632,33.61111111111111,22.65925925925926,9.95185185185185,63.2925925925926,33.77777777777777,5.729629629629629,25.98888888888889,28.418518518518525,8.385185185185186,2.822222222222222,71.51851851851853,21.048148148148144,12.374074074074073,5.507407407407408,742,Kenosha,Wisconsin,26514.0,54930.0,68255.0,"166,874","62,560",55059.0
143,KentMichigan,7.124242424242425,69.23030303030305,2.737878787878788,19.76969696969697,68.13030303030303,13.350000000000001,32.14696969696969,25.12272727272729,10.687878787878786,63.786363636363646,35.67727272727275,5.575757575757576,25.149999999999995,29.55,9.886363636363637,3.0833333333333335,71.76666666666665,22.178787878787887,13.79242424242424,5.869696969696972,858,Kent,Michigan,25889.0,51667.0,63176.0,"609,544","229,373",26081.0
144,KentRhode Island,6.647619047619047,82.99999999999997,2.4619047619047616,16.604761904761897,81.78095238095239,12.57142857142857,27.233333333333338,29.81428571428572,10.223809523809527,72.58571428571427,35.938095238095244,8.019047619047619,26.219047619047622,35.03809523809523,8.719047619047618,2.7476190476190476,81.05238095238094,17.414285714285718,12.476190476190476,6.147619047619047,150,Kent,Rhode Island,33814.0,62279.0,80038.0,"165,628","68,880",44003.0
145,KernCalifornia,6.1,70.82025316455696,2.678481012658228,16.668354430379747,61.63924050632912,14.19873417721519,30.17848101265823,20.71898734177215,9.111392405063288,60.41392405063293,35.03164556962024,5.321518987341773,23.436708860759484,26.360759493670887,10.26582278481013,2.960759493670886,67.31265822784809,16.277215189873427,14.051898734177216,5.379746835443038,2269,Kern,California,20295.0,48552.0,52618.0,"848,204","255,271",6029.0
146,KingWashington,4.383673469387757,72.815918367347,2.3914285714285723,19.656734693877546,60.186530612244894,9.49428571428572,23.22530612244898,19.495102040816324,9.067755102040815,70.41591836734692,31.26857142857145,5.846938775510203,15.836734693877544,25.282857142857125,7.395102040816333,2.3400000000000007,65.02571428571426,13.006122448979587,10.519183673469389,4.211836734693878,47,King,Washington,39911.0,71811.0,92510.0,"1,974,567","802,606",53033.0
147,KingsNew York,6.180507343124158,75.48598130841117,2.744192256341789,16.977436582109473,73.02456608811738,13.162616822429907,24.014819759679575,20.92403204272366,10.421361815754347,59.30226969292382,43.2102803738318,5.317089452603469,31.03177570093463,29.102269692923883,10.922696929238972,3.308544726301737,73.52202937249672,16.720827770360465,13.38170894526035,5.341388518024035,991,Kings,New York,25289.0,46085.0,51581.0,"2,539,789","916,025",36047.0
148,KnoxTennessee,8.35,75.41470588235292,2.8117647058823514,11.67205882352941,70.89705882352942,15.086764705882358,32.926470588235304,27.93970588235295,10.15735294117647,57.888235294117635,37.86911764705882,6.682352941176468,28.86470588235293,36.09852941176469,10.932352941176468,3.3691176470588236,75.33970588235292,22.401470588235295,15.239705882352936,6.807352941176469,478,Knox,Tennessee,28136.0,47694.0,64310.0,"436,983","181,100",47093.0
149,LackawannaPennsylvania,8.62962962962963,72.5111111111111,2.9296296296296296,16.525925925925925,72.41851851851852,14.014814814814816,31.48148148148149,30.34074074074074,9.929629629629629,59.91481481481482,38.55185185185184,7.133333333333333,31.65925925925926,33.55555555555555,10.985185185185186,3.714814814814815,77.48148148148147,24.088888888888885,13.825925925925928,7.67037037037037,925,Lackawanna,Pennsylvania,25594.0,46044.0,59573.0,"214,275","85,769",42069.0
150,LafayetteLouisiana,6.905882352941177,72.59411764705882,2.7058823529411766,16.526470588235295,71.14705882352939,13.50294117647059,34.44117647058823,24.2235294117647,9.073529411764707,58.87941176470588,34.97941176470589,5.976470588235294,31.24411764705882,36.21764705882352,11.18235294117647,3.4852941176470593,78.47058823529413,19.53235294117647,14.61176470588235,6.547058823529412,405,Lafayette,Louisiana,28901.0,51462.0,67061.0,"224,719","86,504",22055.0
151,LakeIllinois,6.028,68.16,2.7,16.32,64.86,13.888,35.908,21.52,9.408,54.092,37.38,4.592000000000001,33.187999999999995,31.524,11.708,3.096,71.932,20.272000000000002,13.56,5.672,64,Lake,Illinois,38018.0,77469.0,92116.0,"702,099","241,072",17097.0
152,LakeIndiana,9.847999999999999,70.14000000000001,4.096000000000001,11.384,69.40199999999999,18.843999999999998,42.58599999999999,30.589999999999996,11.371999999999998,41.746,48.742000000000004,6.092000000000001,39.696000000000005,44.466,18.66,6.014000000000001,80.564,25.544,16.065999999999995,9.208,1298,Lake,Indiana,23918.0,49035.0,60080.0,"494,250","182,080",18089.0
153,LancasterNebraska,4.909859154929578,68.4408450704225,2.1605633802816904,22.866197183098603,60.69154929577466,8.780281690140846,30.001408450704236,18.423943661971833,7.732394366197185,67.57042253521128,30.715492957746473,5.609859154929578,20.915492957746487,23.783098591549305,6.985915492957746,2.280281690140845,72.41971830985916,17.883098591549295,9.832394366197184,4.477464788732394,623,Lancaster,Nebraska,27141.0,51574.0,68714.0,"289,873","115,237",31109.0
154,LaneOregon,5.562790697674419,68.83023255813951,2.6069767441860465,18.323255813953487,59.22558139534885,12.072093023255814,27.958139534883717,22.02558139534884,10.386046511627905,65.9860465116279,30.66046511627906,6.4116279069767455,18.30232558139534,24.537209302325586,8.339534883720932,2.7302325581395355,69.33023255813953,16.96279069767442,13.790697674418604,5.165116279069768,1227,Lane,Oregon,24224.0,42931.0,56605.0,"353,382","144,912",41039.0
155,LaramieWyoming,6.949999999999999,72.76875,2.43125,15.24375,62.487500000000004,11.8125,29.356249999999996,24.8625,9.09375,64.85,31.274999999999995,6.668750000000001,26.899999999999995,29.362499999999997,8.66875,2.6,72.98750000000001,21.406250000000004,11.262500000000001,6.075,441,Laramie,Wyoming,28505.0,55864.0,71483.0,"93,073","36,859",56021.0
156,LarimerColorado,4.743548387096774,71.46774193548387,2.1935483870967736,19.787096774193554,58.01129032258064,9.245161290322583,18.57903225806451,20.11290322580645,8.95322580645161,67.77258064516128,24.358064516129037,5.917741935483872,16.004838709677426,20.912903225806453,5.580645161290323,2.2145161290322584,65.70806451612903,14.909677419354841,10.58064516129032,4.296774193548388,284,Larimer,Colorado,30740.0,58626.0,76194.0,"305,798","121,423",8069.0
157,LeeFlorida,7.941379310344827,79.79655172413793,2.8758620689655165,17.324137931034482,71.52413793103449,13.803448275862069,26.81379310344828,27.841379310344823,8.475862068965517,62.99999999999999,33.13103448275862,7.662068965517242,25.56551724137931,32.04482758620689,10.796551724137935,3.3344827586206898,78.70689655172416,18.97586206896552,12.924137931034481,7.331034482758621,589,Lee,Florida,27348.0,47439.0,56847.0,"633,968","241,531",12071.0
158,LehighPennsylvania,7.916129032258064,68.65806451612903,3.093548387096774,16.21290322580645,71.33225806451613,15.541935483870972,37.377419354838715,29.15483870967742,10.200000000000001,53.8,41.71612903225806,6.019354838709678,35.0774193548387,34.27741935483871,12.670967741935483,3.648387096774194,74.93225806451612,22.796774193548387,15.061290322580646,7.21935483870968,505,Lehigh,Pennsylvania,27923.0,54923.0,67081.0,"352,068","133,289",42077.0
159,LeonFlorida,5.5473684210526315,67.99824561403508,2.252631578947369,17.7,72.67192982456142,10.868421052631579,27.978947368421046,17.310526315789467,9.787719298245614,61.10701754385965,37.18421052631579,4.468421052631578,22.343859649122802,24.364912280701763,7.742105263157898,2.4175438596491237,66.18245614035087,18.856140350877187,14.58947368421053,4.0736842105263165,798,Leon,Florida,26196.0,46369.0,68516.0,"278,624","110,377",12073.0
160,LexingtonSouth Carolina,3.9,73.69999999999999,1.9,19.549999999999997,63.949999999999996,9.25,30.85,18.700000000000003,8.899999999999999,65.05,39.1,4.1,21.35,28.05,6.9,1.9,67.65,16.55,12.55,3.1,674,Lexington,South Carolina,26886.0,54061.0,66099.0,"266,575","103,742",45063.0
161,LimestoneAlabama,4.300000000000001,76.1,1.8,16.5,69.80000000000001,9.1,31.4,20.65,9.3,66.55,39.15,4.300000000000001,24.15,28.95,7.05,1.85,69.7,17.299999999999997,12.15,3.4,1047,Limestone,Alabama,25020.0,48619.0,57858.0,"85,264","31,794",1083.0
162,LincolnSouth Dakota,3.233333333333333,74.66666666666667,1.7333333333333334,20.73333333333333,66.93333333333334,6.8999999999999995,26.866666666666664,17.3,7.433333333333334,76.76666666666667,26.599999999999998,5.733333333333333,17.133333333333333,21.099999999999998,4.933333333333333,1.6333333333333335,71.33333333333333,14.899999999999999,7.666666666666668,3.6,123,Lincoln,South Dakota,34839.0,74751.0,85666.0,"46,693","17,250",46083.0
163,LinnIowa,5.672222222222222,73.29722222222222,2.3333333333333335,20.36944444444444,69.9638888888889,10.211111111111109,34.50277777777778,23.580555555555556,8.555555555555552,70.05555555555557,28.872222222222224,6.619444444444445,25.27777777777778,29.69166666666667,8.338888888888889,2.661111111111111,74.94722222222221,18.755555555555553,10.711111111111109,5.488888888888889,335,Linn,Iowa,29943.0,57260.0,75761.0,"213,425","86,052",19113.0
164,Los AngelesCalifornia,4.8596792668957605,72.76580756013745,2.6371706758304705,17.1306987399771,64.12554410080187,12.82995418098511,24.918671248568188,17.66712485681557,8.438602520045807,58.41821305841932,37.8340206185567,5.14684994272623,22.455555555555573,27.044959908361957,10.505498281786933,2.7705040091637967,67.31901489117983,14.692726231386047,13.088602520045798,4.855097365406651,532,Los Angeles,California,27749.0,55909.0,62237.0,"9,893,481","3,230,383",6037.0
165,LubbockTexas,6.121666666666667,67.45666666666669,2.5950000000000006,17.50833333333333,65.81666666666665,12.478333333333333,34.08,19.96166666666667,9.116666666666667,56.805,33.12499999999999,5.361666666666666,31.41333333333333,30.591666666666654,10.101666666666667,2.83,71.78999999999999,17.74333333333334,12.355,5.684999999999998,1340,Lubbock,Texas,23773.0,44397.0,56425.0,"282,633","105,277",48303.0
166,LucasOhio,9.917171717171717,70.36363636363636,3.3212121212121217,15.077777777777783,72.49595959595956,16.20303030303031,34.290909090909096,27.755555555555564,11.11818181818182,55.09494949494952,40.84747474747474,5.981818181818182,33.1656565656566,37.138383838383845,13.629292929292927,4.395959595959597,76.9434343434343,25.917171717171723,15.919191919191917,7.716161616161614,1306,Lucas,Ohio,23885.0,41556.0,55295.0,"439,511","178,101",39095.0
167,Lynchburg CityVirginia,7.157894736842105,72.19473684210527,2.905263157894737,14.973684210526315,74.63684210526314,12.389473684210525,30.726315789473688,23.83157894736842,9.542105263157897,60.86842105263159,37.31578947368421,6.063157894736842,28.247368421052634,33.03684210526316,11.268421052631581,3.710526315789474,74.57368421052632,20.747368421052634,13.026315789473683,6.242105263157894,1985,Lynchburg City,Virginia,21440.0,38138.0,50676.0,"76,467","28,556",51680.0
168,MacombMichigan,8.642647058823531,76.9338235294118,2.814705882352942,19.189705882352946,71.42205882352941,14.147058823529418,34.324999999999996,32.142647058823535,10.273529411764708,66.0455882352941,37.16470588235296,6.9794117647058815,29.585294117647056,34.482352941176465,10.592647058823527,3.4117647058823524,76.80588235294115,23.185294117647057,13.135294117647064,7.229411764705882,698,Macomb,Michigan,26748.0,53451.0,66612.0,"845,197","332,818",26099.0
169,MaconIllinois,8.382758620689653,74.23793103448276,3.089655172413793,16.155172413793103,68.41724137931035,14.462068965517243,34.282758620689656,27.889655172413796,10.206896551724135,57.16206896551725,35.793103448275865,7.268965517241377,31.744827586206902,36.97931034482759,12.13448275862069,4.093103448275862,78.32413793103449,22.451724137931034,13.303448275862065,7.651724137931035,790,Macon,Illinois,26232.0,46559.0,59733.0,"110,262","45,142",17115.0
170,MadisonAlabama,7.792857142857145,77.6857142857143,2.8660714285714293,11.510714285714284,73.83214285714284,13.680357142857147,34.36964285714284,28.46964285714285,9.875000000000002,60.17857142857142,39.532142857142865,6.803571428571428,27.39285714285713,38.21071428571429,12.16964285714286,3.5821428571428586,79.15357142857147,19.242857142857144,13.360714285714282,6.7571428571428545,227,Madison,Alabama,31933.0,58434.0,75766.0,"339,279","132,975",1089.0
171,MadisonMississippi,2.3,46.1,1.1,14.2,77.8,6.9,27.3,5.7,11.8,59.6,38.6,0.9,27.0,17.3,2.8,0.9,40.5,16.9,15.6,0.8,173,Madison,Mississippi,33170.0,59904.0,73775.0,"97,151","36,342",28089.0
172,MahoningOhio,11.970967741935484,71.09032258064518,4.3419354838709685,12.138709677419355,75.2258064516129,19.7741935483871,40.09677419354838,32.66451612903226,11.506451612903225,45.60645161290322,45.2741935483871,6.84516129032258,39.95483870967743,44.58064516129033,18.803225806451614,6.229032258064516,81.98064516129034,29.15806451612903,16.661290322580644,10.13548387096774,1290,Mahoning,Ohio,23975.0,41058.0,54118.0,"237,033","98,201",39099.0
173,MaricopaArizona,6.043802647412763,73.72611311672688,2.7044524669073433,14.87966305655837,66.09169675090253,12.052105896510222,27.71949458483755,20.201684717208188,9.083152827918164,60.74223826714793,34.66594464500602,6.178580024067388,24.094945848375467,27.54500601684718,9.179903730445238,2.694464500601688,69.70204572803847,16.1245487364621,12.167509025270757,5.1297232250300775,604,Maricopa,Arizona,27256.0,53596.0,63910.0,"3,889,161","1,411,727",4013.0
174,MarionIndiana,7.771028037383175,70.10093457943923,2.8859813084112136,15.793457943925235,65.55887850467292,14.092056074766353,34.90233644859814,23.111214953271016,10.618224299065426,57.46168224299065,40.35,5.724299065420561,31.846728971962616,31.366822429906545,11.782242990654208,3.7953271028037374,75.47196261682241,24.297196261682235,14.831308411214954,6.410747663551404,1258,Marion,Indiana,24124.0,42334.0,52417.0,"912,242","360,072",18097.0
175,MarionOregon,6.184848484848486,68.04242424242423,2.6727272727272733,16.64242424242424,57.79393939393938,13.763636363636367,32.93030303030302,23.990909090909092,10.330303030303032,60.24242424242424,31.830303030303025,6.266666666666667,20.975757575757573,29.387878787878783,9.287878787878787,3.027272727272727,69.23636363636365,18.175757575757576,14.375757575757575,5.557575757575757,1822,Marion,Oregon,22001.0,46885.0,54920.0,"318,441","113,285",41047.0
176,McLeanIllinois,5.5625,73.95000000000002,2.3208333333333337,19.737500000000004,64.66250000000001,10.416666666666666,30.666666666666668,21.5125,8.966666666666667,66.56666666666666,33.66666666666666,6.041666666666667,25.495833333333337,27.908333333333335,8.091666666666667,2.5,72.69166666666665,16.78333333333333,11.145833333333334,5.083333333333335,303,McLean,Illinois,30460.0,62089.0,83812.0,"171,240","64,016",17113.0
177,McLennanTexas,7.33142857142857,65.36571428571429,2.9800000000000004,16.459999999999997,66.95714285714287,14.380000000000003,35.19142857142858,21.86857142857143,9.545714285714284,49.440000000000005,35.1742857142857,5.445714285714286,33.260000000000005,32.368571428571435,11.848571428571427,3.648571428571428,72.65142857142855,21.434285714285714,13.714285714285714,6.485714285714286,1909,McLennan,Texas,21660.0,41922.0,53085.0,"237,316","84,862",48309.0
178,MecklenburgNorth Carolina,5.417676767676766,76.38888888888889,2.4707070707070713,16.806565656565652,71.88333333333334,11.58888888888888,29.38737373737373,21.1828282828283,8.803030303030303,60.77828282828285,35.03989898989901,4.929292929292927,24.08333333333334,30.902020202020214,9.328787878787878,2.8535353535353534,71.94545454545458,17.58636363636362,12.09898989898989,4.787373737373736,205,Mecklenburg,North Carolina,32482.0,55444.0,68083.0,"947,135","366,689",37119.0
179,MercedCalifornia,6.76111111111111,65.48333333333333,3.088888888888889,15.972222222222221,61.80555555555556,16.833333333333332,29.84444444444445,20.37777777777778,9.63888888888889,52.411111111111104,36.3,4.8388888888888895,25.394444444444446,29.27777777777778,11.877777777777778,3.411111111111111,68.15,18.8,15.794444444444444,6.027777777777778,2739,Merced,California,18177.0,42591.0,47456.0,"258,707","75,409",6047.0
180,MercerNew Jersey,7.648,68.6,3.2120000000000006,13.976,75.308,16.340000000000003,37.644000000000005,23.396,10.164000000000001,46.28,46.376000000000005,4.564,38.99999999999999,36.544000000000004,14.239999999999998,4.384,74.16,25.967999999999996,16.872000000000003,6.451999999999999,76,Mercer,New Jersey,37465.0,73480.0,94267.0,"368,094","130,754",34021.0
181,Miami-DadeFlorida,6.5841025641025634,73.26410256410254,3.7343589743589747,14.597948717948714,72.32256410256407,16.419487179487177,29.652307692307684,21.9174358974359,8.387692307692308,55.16871794871799,37.3194871794872,5.353333333333333,35.51333333333331,32.58102564102564,14.517435897435908,3.7943589743589747,77.31794871794871,18.17538461538462,14.54461538461539,7.511794871794874,1502,Miami-Dade,Florida,23174.0,43100.0,49138.0,"2,549,075","828,031",12086.0
182,MiddlesexMassachusetts,4.700000000000002,75.20967741935483,2.126881720430107,17.595698924731177,74.11182795698926,8.969892473118279,21.890322580645154,18.48494623655914,9.947311827956984,70.21397849462366,34.56451612903227,5.394623655913978,23.30537634408602,24.388172043010762,7.254838709677421,2.0698924731182804,73.08387096774192,14.666666666666666,11.6258064516129,4.1268817204301085,30,Middlesex,Massachusetts,42861.0,82090.0,104032.0,"1,522,533","581,120",25017.0
183,MidlandTexas,5.588000000000001,72.508,2.472,18.392000000000003,65.296,11.575999999999999,33.464,20.516,8.132000000000001,59.476000000000006,33.732,5.968,29.851999999999997,31.34,10.127999999999997,2.6920000000000006,74.68,16.72,10.892000000000001,5.584,156,Midland,Texas,33672.0,62993.0,72635.0,"142,289","50,644",48329.0
184,MilwaukeeWisconsin,6.363207547169808,69.58160377358493,3.0004716981132087,18.848113207547165,70.84669811320752,14.897169811320756,37.99528301886791,24.054245283018858,12.58066037735849,55.93726415094339,41.56933962264148,4.970754716981135,28.2443396226415,34.95518867924528,11.629716981132077,3.841981132075474,71.15330188679243,25.492924528301877,14.508490566037736,5.754245283018867,1211,Milwaukee,Wisconsin,24295.0,43193.0,55164.0,"950,527","379,637",55079.0
185,MinnehahaSouth Dakota,5.211764705882353,70.26470588235294,2.2735294117647062,18.049999999999997,69.7029411764706,9.952941176470588,32.55882352941177,21.011764705882356,8.176470588235293,67.92647058823529,27.741176470588236,6.273529411764706,21.302941176470583,26.326470588235285,7.7970588235294125,2.579411764705882,74.21176470588235,19.829411764705878,9.626470588235298,5.470588235294117,757,Minnehaha,South Dakota,26380.0,52345.0,66555.0,"173,108","67,623",46099.0
186,MissoulaMontana,5.437500000000001,66.96874999999999,2.4437499999999996,22.099999999999994,59.11875,10.662499999999996,22.756249999999998,21.93125,8.8125,66.25625000000001,28.79375,6.49375,20.33125,23.231250000000003,6.7250000000000005,2.6874999999999996,72.44999999999999,19.175,11.0875,5.30625,889,Missoula,Montana,25764.0,46117.0,62988.0,"110,243","45,523",30063.0
187,MobileAlabama,9.248,75.3506666666667,3.3533333333333335,12.545333333333328,73.92533333333336,16.381333333333334,35.92133333333333,31.05866666666668,11.114666666666666,50.85066666666665,42.68266666666665,6.432000000000001,35.43733333333334,43.221333333333334,14.753333333333343,4.774666666666666,78.41066666666663,23.826666666666668,15.441333333333334,8.041333333333336,1685,Mobile,Alabama,22501.0,43028.0,52234.0,"413,188","155,178",1097.0
188,MonroeIndiana,5.545,57.995000000000005,2.09,19.134999999999998,59.209999999999994,10.455000000000002,26.309999999999995,17.545,9.620000000000001,59.85,34.575,4.430000000000001,24.135,21.509999999999998,6.065,2.06,62.65499999999999,20.025,14.069999999999999,4.185,1545,Monroe,Indiana,23032.0,40052.0,62959.0,"139,634","53,914",18105.0
189,MonroeNew York,8.065822784810125,69.65189873417722,3.136708860759494,15.259493670886078,70.45949367088605,17.326582278481013,36.65063291139239,26.197468354430377,12.510126582278481,51.526582278480994,43.8860759493671,4.844303797468355,36.93544303797468,33.18987341772152,12.827848101265822,4.220253164556961,72.82151898734179,26.163291139240513,17.355696202531647,6.337974683544305,422,Monroe,New York,28732.0,52394.0,68524.0,"746,548","297,040",36055.0
190,MontereyCalifornia,5.328125000000001,64.41562499999999,2.6875,16.778125000000006,61.149999999999984,15.4125,32.03125,17.190625000000004,9.053125,51.065625000000004,35.746874999999996,4.346874999999999,26.750000000000004,25.756250000000005,10.628125000000002,2.76875,65.159375,15.675000000000004,15.174999999999997,5.137499999999999,1096,Monterey,California,24775.0,59168.0,63669.0,"420,569","125,428",6053.0
191,MontgomeryAlabama,8.480000000000004,75.34166666666668,3.0733333333333324,12.35,73.82500000000002,15.926666666666666,39.62666666666667,29.920000000000005,11.116666666666667,55.431666666666686,41.84000000000002,5.870000000000002,31.69999999999999,40.794999999999995,13.685,4.371666666666667,77.91500000000002,22.89833333333333,15.321666666666669,6.8916666666666675,1054,Montgomery,Alabama,24975.0,44790.0,56684.0,"228,980","88,844",1101.0
192,MontgomeryOhio,10.814035087719299,69.60000000000001,3.796491228070176,13.001754385964913,74.85614035087718,18.077192982456143,39.90526315789473,31.375438596491225,11.915789473684208,47.76842105263157,46.18947368421051,6.056140350877193,35.94736842105263,43.01754385964912,16.70526315789474,5.447368421052629,78.44561403508771,27.271929824561408,16.747368421052634,8.714035087719298,1050,Montgomery,Ohio,24997.0,43401.0,55971.0,"536,433","222,578",39113.0
193,MontgomeryTennessee,7.02941176470588,72.77058823529411,2.3735294117647054,12.458823529411763,71.14999999999999,13.858823529411765,32.18529411764706,23.92941176470588,10.15,55.36176470588235,38.738235294117636,5.011764705882353,29.185294117647064,32.40882352941176,9.535294117647059,2.7147058823529413,72.87647058823529,25.573529411764707,15.302941176470586,5.208823529411764,1714,Montgomery,Tennessee,22380.0,49617.0,57117.0,"177,640","64,026",47125.0
194,MontgomeryTexas,6.25,68.35,2.6,17.1,65.35,11.55,28.25,20.6,8.7,59.0,34.2,6.35,29.65,27.9,8.8,3.05,74.65,18.2,11.55,5.9,185,Montgomery,Texas,32911.0,67766.0,79541.0,"472,162","163,462",48339.0
195,MultnomahOregon,4.918235294117647,71.52529411764705,2.4105882352941164,20.203529411764706,59.640000000000015,11.688235294117645,25.71705882352941,21.97411764705883,9.528823529411763,66.17411764705884,29.652352941176453,5.852941176470587,16.068235294117642,24.83176470588235,8.29529411764706,2.541176470588236,69.70529411764704,17.629411764705882,12.772352941176477,4.565294117647057,302,Multnomah,Oregon,30475.0,52511.0,65897.0,"747,641","305,939",41051.0
196,MuscogeeGeorgia,8.128301886792451,73.97547169811321,3.2000000000000006,14.115094339622642,74.18113207547171,15.196226415094344,38.64716981132076,27.68867924528301,11.052830188679248,54.67735849056603,44.04528301886792,5.754716981132078,32.93584905660378,39.432075471698106,13.786792452830191,4.396226415094338,76.31509433962266,22.098113207547165,14.496226415094343,6.752830188679245,1594,Muscogee,Georgia,22856.0,41339.0,50999.0,"194,949","72,243",13215.0
197,NapaCalifornia,5.709090909090908,75.88181818181819,2.5272727272727273,18.759090909090908,63.73181818181818,12.272727272727273,25.05454545454546,20.827272727272724,8.790909090909091,67.06363636363636,30.486363636363645,6.659090909090909,19.62727272727272,28.168181818181814,8.781818181818181,2.7409090909090907,69.81818181818181,14.590909090909092,12.0,5.586363636363636,125,Napa,California,34795.0,70443.0,79700.0,"137,837","49,431",6055.0
198,New CastleDelaware,7.404166666666668,72.17916666666666,3.183333333333334,14.120833333333332,74.07916666666664,14.420833333333334,36.9,25.391666666666666,11.420833333333333,53.80833333333333,44.5,5.454166666666667,34.091666666666676,37.449999999999996,13.895833333333334,4.183333333333333,76.33333333333333,23.162500000000005,14.445833333333333,6.183333333333331,206,New Castle,Delaware,32406.0,64537.0,79954.0,"542,784","200,739",10003.0
199,New HanoverNorth Carolina,6.8206896551724165,75.8103448275862,2.8275862068965516,17.16896551724138,70.29310344827587,12.96551724137931,27.668965517241375,24.824137931034482,8.889655172413793,64.26896551724138,32.4448275862069,6.437931034482757,24.87931034482759,30.579310344827583,9.868965517241381,3.4034482758620697,76.63448275862068,19.393103448275863,12.817241379310344,6.234482758620688,350,New Hanover,North Carolina,29679.0,49835.0,67938.0,"206,403","86,010",37129.0
200,New HavenConnecticut,6.862711864406778,71.41186440677963,2.8644067796610164,14.837288135593225,69.0322033898305,14.674576271186442,34.29999999999999,23.60338983050847,11.784745762711866,63.1949152542373,42.244067796610175,5.437288135593221,30.2864406779661,33.06949152542372,11.583050847457622,3.410169491525424,70.71186440677967,20.752542372881354,15.589830508474577,5.976271186440679,201,New Haven,Connecticut,32523.0,61996.0,79408.0,"862,611","328,013",9009.0
201,New York CountyNew York,4.430604982206406,76.83451957295367,2.485409252669039,21.144128113879006,70.05053380782914,10.580782918149472,19.61209964412812,17.91067615658364,9.044128113879003,69.06049822064055,37.11174377224201,5.544483985765123,22.187900355871893,23.241281138790033,8.156227758007114,2.466192170818505,71.5775800711743,12.869039145907474,10.882562277580076,4.4921708185053415,1,New York County,New York,62498.0,69659.0,84627.0,"1,605,272","736,192",36061.0
202,Newport News CityVirginia,6.279545454545455,75.19999999999999,2.606818181818181,15.340909090909092,76.37045454545454,11.938636363636364,33.87954545454546,23.84545454545454,9.536363636363639,62.724999999999994,42.095454545454544,5.456818181818182,28.777272727272724,34.656818181818196,11.284090909090908,3.304545454545455,74.98636363636363,22.129545454545454,12.725,5.336363636363637,986,Newport News City,Virginia,25310.0,51027.0,59514.0,"181,025","69,211",51700.0
